author,fname,lname,gender,pubtitle,date,id
"Jones, Meghan",Meghan, Jones,female,Career Development Quarterly,2010,1904
"Bathgate, Meghan",Meghan, Bathgate,female,International Journal of Science Education,2018,1250
"Huntoon, Meghan",Meghan, Huntoon,female,Cultural diversity & ethnic minority psychology,2014,84
"Lovering, Meghan",Meghan, Lovering,female,Journal of Career Development,2013,1394
"Sabharwal, Meghna",Meghna,Sabharwal,female,Social Science Journal,2009,670
"Longhurst, Melanie",Melanie, Longhurst,female,Journal of Counseling Psychology,2016,105
"Walker, Melanie",Melanie,Walker,female,Higher Education,2015,1630
"Stefan, Melanie",Melanie, Stefan,female,PLoS Computational Biology,2017,1128
"Robertson, Melissa",Melissa, Robertson,female,CBE Life Sciences Education,2017,189
"Fuesting, Melissa",Melissa, Fuesting,female,Frontiers in Psychology,2017,728
"Aikens, Melissa",Melissa,Aikens,female,CBE Life Sciences Education,2017,188
"Dagley, Melissa",Melissa,Dagley,female,Journal of College Student Retention-Research Theory & Practice,2016,1409
"Koch, Melissa",Melissa,Koch,female,Journal of Science Education and Technology,2016,1673
"Burt, Melissa",Melissa, Burt,female,PLoS ONE,2017,1149
"Fuesting, Melissa",Melissa,Fuesting,female,Personality and Social Psychology Bulletin,2017,1432
"Bayne, Melissa",Melissa, Bayne,female,Journal of Social Issues,2011,1939
"McManus, Melissa",Melissa, McManus,female,Journal of personality and social psychology,2011,172
"Sobel, Melissa",Melissa,Sobel,female,IEEE Technology & Society Magazine,2016,828
"Rivers, Melissa",Melissa, Rivers,female,Social Sciences,2018,980
"Nirenberg, Melissa",Melissa, Nirenberg,female,Cell Stem Cell,2015,469
"Gilliam, Melissa",Melissa,Gilliam,female,Journal of Science Education and Technology,2017,1660
"Dancy, Melissa",Melissa, Dancy,female,International Journal of STEM Education,2018,1642
"Soto, Melissa",Melissa, Soto,female,Change,2015,1193
"Rura, Melissa",Melissa, Rura,female,Photogrammetric Engineering & Remote Sensing,2017,215
"Martiros, Melissa",Melissa, Martiros,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,296
"Gordon, Melissa",Melissa, Gordon,female,International Journal of Science and Mathematics Education,2017,1637
"Scircle, Melissa McManus",Melissa McManus, Scircle,NA,Proceedings of the National Academy of Sciences of the United States of America,NA,1034
"Liu, Menting",Menting, Liu,NA,Social Cognitive and Affective Neuroscience,2018,1090
"Inda, Mercedes",Mercedes,Inda,female,Journal of vocational behavior,2013,605
"Santana, Mercedes",Mercedes, Santana,female,Journal of Career Assessment,2017,1388
"Meyer, Meredith",Meredith,Meyer,female,Frontiers in Psychology,2015,773
"Meyer, Meredith",Meredith, Meyer,female,Science,2014,25
"Durmowicz, Meredith",Meredith, Durmowicz,female,Forum on Public Policy Online,2010,715
"Ray, Merideth",Merideth, Ray,female,Journal of Counseling Psychology,2015,94
"Steinberg, Mia",Mia, Steinberg,female,Journal of personality and social psychology,2011,168
"Steinberg, Mia",Mia, Steinberg,female,Personality and Social Psychology Review,2017,1446
"Estrada, Mica",Mica, Estrada,female,Journal of educational psychology,2013,147
"Young, Micaela",Micaela, Young,female,Bioscience,2017,1069
"Georgiopoulos, Michael",Michael, Georgiopoulos,male,Journal of College Student Retention-Research Theory & Practice,2016,1410
"Westphall, Michael",Michael, Westphall,male,Journal of the American Society for Mass Spectrometry,2017,1704
"Gottfried, Michael",Michael, Gottfried,male,Teachers College Record,2017,502
"Litano, Michael",Michael, Litano,male,Career Development Quarterly,2015,1909
"Barnett, Michael",Michael, Barnett,male,Journal of Career Development,2013,1391
"Heilemann, Michael",Michael, Heilemann,male,Annals of the New York Academy of Sciences,2016,1893
"Pelch, Michael",Michael, Pelch,male,Chemistry Education Research and Practice,2018,1188
"Cadaret, Michael",Michael,Cadaret,male,Journal of vocational behavior,2017,635
"Arnold, Michael",Michael,Arnold,male,Horttechnology,2014,209
"Martin, Michael",Michael, Martin,male,Journal of Agricultural Education,2015,16
"Pelch, Michael",Michael,Pelch,male,International Journal of STEM Education,2018,1640
"West, Michael",Michael, West,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,249
"Fang, Michael",Michael, Fang,male,Annual Review of Sociology,2015,341
"Vieyra, Michelle",Michelle,Vieyra,female,Council on Undergraduate Research Quarterly,2011,488
"Camacho, Michelle",Michelle, Camacho,female,Journal of Engineering Education,2012,962
"Stephens, Michelle",Michelle, Stephens,female,PLoS ONE,2018,1162
"Porche, Michelle",Michelle, Porche,female,Urban Education,2014,1552
"Hebl, Michelle",Michelle, Hebl,female,Gender in Management,2008,695
"Chang, Mido",Mido, Chang,NA,Higher Education,2012,1632
"Barnett, Mike",Mike, Barnett,male,Journal of Science Education and Technology,2016,1684
"Kim, Mikyong",Mikyong, Kim,NA,Career Development Quarterly,2014,1901
"Wan, Min",Min, Wan,NA,Journal of vocational behavior,2016,601
"Tsui, Ming",Ming,Tsui,male,Chinese Sociological Review,2016,1197
"Wang, Ming-Te",Ming-Te,Wang,NA,Educational Psychology Review,2017,1615
"Wang, Ming-Te",Ming-Te,Wang,NA,Developmental Review,2013,548
"Wang, Ming-Te",Ming-Te, Wang,NA,International Journal of Behavioral Development,2016,1367
"Wang, Ming-Te",Ming-Te,Wang,NA,Frontiers in Psychology,2015,751
"Wang, Ming-Te",Ming-Te,Wang,NA,Psychological Science,2013,1454
"Ly, Minh",Minh, Ly,male,Cell Biology Education,2017,204
"Ronca, Miriam",Miriam, Ronca,female,International Journal of Mentoring and Coaching in Education,2015,701
"D'Sa, Mitchell",Mitchell, D'Sa,male,Journal of Higher Education,2018,1272
"Syed, Moin",Moin,Syed,NA,Journal of Social Issues,2011,1936
"El-Hout, Mona",Mona, El-Hout,female,Psychology of Women Quarterly,2018,1495
"Krook, Mona",Mona,Krook,female,Politics Groups and Identities,2015,1296
"Mbila, Monday",Monday, Mbila,NA,Soil Science Society of America Journal,2018,1585
"Gaughan, Monica",Monica,Gaughan,female,Science Technology and Human Values,2018,1528
"Bugallo, Monica",Monica, Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,320
"Skewes, Monica",Monica,Skewes,female,Journal of Diversity in Higher Education,2017,106
"Bugallo, Monica",Monica, Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,312
"Boyd, Monica",Monica,Boyd,female,International Migration Review,2017,1368
"Lopez-Gonzalez, Monica",Monica,Lopez-Gonzalez,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,819
"Ross, Monique",Monique,Ross,female,Journal of Women and Minorities in Science and Engineering,2017,406
"Okun, Morris",Morris, Okun,male,Basic & Applied Social Psychology,2016,1112
"Dehghani, Morteza",Morteza, Dehghani,NA,Computers & Education,2016,518
"Chao, Moses",Moses, Chao,male,Cell Stem Cell,2015,454
"Ferree, Myra",Myra, Ferree,female,"Gender, Work and Organization",2018,1883
"Senechal, Nadia",Nadia, Senechal,female,Palgrave Communications,2018,1598
"Fouad, Nadya",Nadya, Fouad,female,Journal of vocational behavior,2013,630
"Fouad, Nadya",Nadya,Fouad,female,Journal of Career Assessment,2017,1387
"Fouad, Nadya",Nadya,Fouad,female,Journal of vocational behavior,2016,597
"Osei-Kofi, Nana",Nana,Osei-Kofi,male,Cultural Studies of Science Education,2015,1600
"Oriol, Nancy",Nancy, Oriol,female,Advances in Physiology Education,2014,75
"Fry, Nancy",Nancy, Fry,female,Journal of Psychoeducational Assessment,2012,1416
"Angoff, Nancy",Nancy, Angoff,female,Academic Medicine,2018,367
"Dickson, Nancy",Nancy, Dickson,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,295
"Heilbronner, Nancy",Nancy,Heilbronner,female,Journal for the Education of the Gifted,2011,1370
"Betz, Nancy",Nancy, Betz,female,Journal of Career Assessment,2017,1375
"Heilbronner, Nancy",Nancy,Heilbronner,female,Gifted Child Quarterly,2013,1349
"Tarbell, Nancy",Nancy, Tarbell,female,Advances in Radiation Oncology,2018,511
"Truong, Nancy",Nancy, Truong,female,Journal of Counseling Psychology,2018,103
"Chesler, Naomi",Naomi,Chesler,female,Annals of Biomedical Engineering,2010,1611
"Sweller, Naomi",Naomi, Sweller,female,Contemporary Educational Psychology,2018,547
"Fabert, Natalie",Natalie, Fabert,female,Social Sciences,2018,981
"Lents, Nathan",Nathan, Lents,male,Journal of Research in Science Teaching,2017,886
"Choe, Nathan",Nathan, Choe,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,234
"Pasha-Zaidi, Nausheen",Nausheen,Pasha-Zaidi,NA,International Journal of Science and Mathematics Education,2016,1638
"Caluori, Nava",Nava, Caluori,female,Sex Roles,2018,1766
"Olitsky, Neal",Neal,Olitsky,male,Research in Higher Education,2014,1725
"Zounlome, Nelson O.",Nelson O., Zounlome,NA,Journal of Vocational Behavior,2018,619
"Zounlome, Nelson O.O.",Nelson O.O., Zounlome,NA,Journal of Vocational Behavior,2018,1963
"Kwiecien, Nicholas",Nicholas, Kwiecien,male,Journal of the American Society for Mass Spectrometry,2017,1702
"Hubner, Nicholas",Nicholas,Hubner,male,Journal of educational psychology,2017,138
"Massimo, Nicholas",Nicholas, Massimo,male,PLoS ONE,2018,1172
"Horton, Nicholas",Nicholas, Horton,male,Cell Biology Education,2017,203
"Bauer, Nichole",Nichole,Bauer,female,Political Psychology,2015,1942
"Else-Quest, Nicole",Nicole,Else-Quest,female,Psychology of Women Quarterly,2013,1499
"Lichtenberg, Nicole",Nicole, Lichtenberg,female,Social Sciences,2018,973
"Thomas, Nicole",Nicole,Thomas,female,Innovative Higher Education,2015,1602
"Yates, Nicole",Nicole,Yates,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,279
"Kraemer, Nicole",Nicole,Kraemer,female,Computers & Education,2016,515
"Gill, Nicole",Nicole, Gill,female,International Journal of Science Education,2018,1242
"Buchanan, Nicole T.",Nicole T., Buchanan,NA,Psychology of Women Quarterly,2013,1479
"Denson, Nida",Nida, Denson,female,Research in Higher Education,2013,1745
"Falk, Nikki",Nikki,Falk,female,Journal of Career Assessment,2017,1371
"Dasgupta, Nilanja",Nilanja,Dasgupta,NA,Proceedings of the National Academy of Sciences of the United States of America,NA,1033
"Dasgupta, Nilanjana",Nilanjana, Dasgupta,NA,Social Sciences,2017,984
"Dasgupta, Nilanjana",Nilanjana, Dasgupta,NA,Journal of personality and social psychology,2011,170
"Dasgupta, Nilanjana",Nilanjana, Dasgupta,NA,Proceedings of the National Academy of Sciences of the United States of America,2017,1032
"Maung, Nina",Nina, Maung,female,CBE Life Sciences Education,2016,186
"Yamawaki, Niwako",Niwako, Yamawaki,NA,Sex Roles,2008,1819
"Drezner, Noah",Noah, Drezner,male,Research in Higher Education,2009,1729
"Finkelstein, Noah",Noah, Finkelstein,male,Psychology of Women Quarterly,2017,1486
"Dasoki, Nora",Nora, Dasoki,female,International Journal of Mentoring and Coaching in Education,2015,699
"Veurink, Norma",Norma, Veurink,female,Learning and Individual Differences,2018,645
"Harin, Nurul",Nurul, Harin,NA,Procedia Economics and Finance,2016,658
"Cantero, Odile",Odile, Cantero,NA,International Journal of Mentoring and Coaching in Education,2015,698
"Sorenson, Olav",Olav, Sorenson,NA,Research Policy,2018,664
"Graudejus, Oliver",Oliver, Graudejus,male,Basic & Applied Social Psychology,2016,1111
"Kuchta, Olyvia",Olyvia, Kuchta,female,Sex Roles,2018,1788
"LaBelle, Onawa",Onawa, LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,430
"LaBelle, Onawa",Onawa, LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,435
"Chen, P. Daniel",P. Daniel,Chen,NA,Journal of Higher Education,2015,1274
"Schultz, P. Wesley",P. Wesley, Schultz,NA,Journal of educational psychology,2013,146
"Greeley, P.A.",P.A., Greeley,NA,Group Processes and Intergroup Relations,2018,1363
"Smith, Paige",Paige, Smith,female,Journal of vocational behavior,2015,625
"Cosman, Pamela",Pamela, Cosman,female,Social Sciences,2017,1004
"Arlotta, Paola",Paola, Arlotta,female,Cell Stem Cell,2015,450
"Sapienza, Paola",Paola, Sapienza,female,Proceedings of the National Academy of Sciences of the United States of America,2014,1037
"Arlotta, Paola",Paola, Arlotta,female,Cell Stem Cell,2015,448
"Buzzanell, Patrice",Patrice,Buzzanell,female,Management Communication Quarterly,2015,1420
"Buzzanell, Patrice",Patrice, Buzzanell,female,Journal of Women and Minorities in Science and Engineering,2018,400
"Simpson, Patricia",Patricia, Simpson,female,Journal of Higher Education,2015,1275
"Gilbert, Patricia",Patricia, Gilbert,female,Social Psychology of Education,2015,1836
"DiBartolo, Patricia Marten",Patricia Marten, DiBartolo,NA,Cell Biology Education,2017,208
"Gaule, Patrick",Patrick,Gaule,male,Research Policy,2018,661
"Jagoda, Patrick",Patrick, Jagoda,male,Journal of Science Education and Technology,2017,1661
"Rottinghaus, Patrick",Patrick, Rottinghaus,male,Journal of Career Assessment,2017,1372
"A, Patrick Limbach",Patrick Limbach, A,NA,Journal of chemical education,2014,36
"Monaco, Paul",Paul, Monaco,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,285
"Nelson, Paul",Paul, Nelson,male,Emerging Adulthood,2018,1340
"White, Paul",Paul, White,male,Sex Roles,2008,1818
"Eastwick, Paul",Paul, Eastwick,male,Journal of Applied Social Psychology,2016,1927
"Wendel, Paul",Paul, Wendel,male,International Journal of Science Education,2018,1244
"Hartung, Paul",Paul, Hartung,male,Journal of vocational behavior,2017,636
"Shattuck, Paul",Paul, Shattuck,male,Journal of Autism and Developmental Disorders,2013,1652
"Hernandez, Paul",Paul,Hernandez,male,PLoS ONE,2017,1142
"Hernandez, Paul",Paul,Hernandez,male,Journal of educational psychology,2013,144
"McDaniel, Paul",Paul, McDaniel,male,Soil Science Society of America Journal,2018,1584
"Jensen, Paula",Paula,Jensen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,248
"Doerschuk, Peggy",Peggy,Doerschuk,female,Journal of Science Education and Technology,2016,1667
"Hammrich, Penny",Penny, Hammrich,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,259
"Pasque, Penny",Penny, Pasque,female,Review of Higher Education,2017,1860
"Myers, Perla",Perla, Myers,female,PRIMUS,2018,1851
"Burke, Peter",Peter, Burke,male,Social science research,2017,683
"Brenner, Philip",Philip, Brenner,male,Social science research,2017,682
"Gnilka, Philip",Philip,Gnilka,male,Journal of Counseling and Development,2017,955
"Bourne, Philip",Philip, Bourne,male,Plos Biology,2015,1126
"Sadler, Philip",Philip, Sadler,male,Journal of College Science Teaching,2013,1047
"Sadler, Philip",Philip,Sadler,male,Science Education,2012,912
"Ackerman, Phillip",Phillip,Ackerman,male,Journal of educational psychology,2013,149
"Ackerman, Phillip",Phillip,Ackerman,male,Teachers College Record,2013,498
"Sadler, Phillip",Phillip, Sadler,male,Journal of Women and Minorities in Science and Engineering,2017,414
"George, Phillis",Phillis, George,NA,Journal of Diversity in Higher Education,2014,124
"Lyman, Phoebe",Phoebe, Lyman,female,Journal of Science Education and Technology,2017,1663
"Pennings, Pleuni",Pleuni, Pennings,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,346
"Sankar, Pooja",Pooja, Sankar,female,IEEE Technology & Society Magazine,2016,830
"Imoukhuede, Princess",Princess, Imoukhuede,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,308
"Imoukhuede, Princess",Princess, Imoukhuede,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,334
"Min, Pyong Gap",Pyong Gap,Min,NA,Ethnic and Racial Studies,2015,1230
"Hu, Qin",Qin, Hu,NA,Journal of Career Development,2013,1396
"Alexander, Quentin",Quentin,Alexander,male,Journal of Diversity in Higher Education,2016,114
"Lineberger, R. Daniel",R. Daniel, Lineberger,NA,Horttechnology,2014,210
"Robnett, Rachael",Rachael,Robnett,female,Journal of Applied Developmental Psychology,2017,566
"Robnett, Rachael",Rachael,Robnett,female,Psychology of Women Quarterly,2015,1491
"Robnett, Rachael",Rachael,Robnett,female,Emerging Adulthood,2018,1339
"Simmons, Rache",Rache, Simmons,NA,Cell Stem Cell,2015,474
"O’Connor, Rachel",Rachel, O’Connor,female,Psychology of Women Quarterly,2016,1475
"Kachchaf, Rachel",Rachel,Kachchaf,female,Journal of Diversity in Higher Education,2015,116
"Stoiko, Rachel",Rachel, Stoiko,female,Innovative Higher Education,2016,1607
"Navarro, Rachel",Rachel, Navarro,female,Journal of vocational behavior,2015,593
"Wilson, Rachel",Rachel,Wilson,female,Journal of Research in Science Teaching,2013,890
"Amey, Rachel",Rachel, Amey,female,Social Cognitive and Affective Neuroscience,2018,1087
"Baker, Rachel",Rachel, Baker,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,278
"Prislin, Radmila",Radmila, Prislin,NA,Sex Roles,2013,1783
"Durodoye, Raifu",Raifu, Durodoye,NA,PLoS ONE,2017,1152
"Barthelemy, Ramón",Ramón, Barthelemy,NA,Physical Review Physics Education Research,2016,67
"Shedlosky-Shoemaker, Randi",Randi,Shedlosky-Shoemaker,female,Journal of chemical education,2015,41
"Chance, Randie",Randie, Chance,female,Journal of educational psychology,2013,148
"Leon, Raul",Raul, Leon,male,Journal for Multicultural Education,2016,704
"Koul, Ravinder",Ravinder,Koul,NA,Physical Review Physics Education Research,2016,59
"McCarthy, Raymond",Raymond,McCarthy,male,Journal of Technology Education,2008,1880
"Belou, Rebecca",Rebecca, Belou,female,Journal of Diversity in Higher Education,2017,110
"Richards-kortum, Rebecca",Rebecca, Richards-kortum,female,Annals of Biomedical Engineering,2010,1614
"Belou, Rebecca",Rebecca, Belou,female,Bioscience,2017,1070
"Miller, Rebecca",Rebecca, Miller,female,Journal of Engineering Education,2017,958
"Pinkus, Rebecca",Rebecca, Pinkus,female,Personality and Social Psychology Bulletin,2011,1431
"Morton, Rebecca",Rebecca, Morton,female,Photogrammetric Engineering & Remote Sensing,2017,216
"Steingut, Rebecca",Rebecca, Steingut,female,Science Education,2018,903
"Brunelli, Rebecca",Rebecca, Brunelli,female,BioScience,2018,1061
"Barnes, Rebecca",Rebecca, Barnes,female,PLoS ONE,2017,1144
"Davis, Rebecca",Rebecca,Davis,female,Journal of Education for Library and Information Science,2014,357
"Bates, Rebecca",Rebecca, Bates,female,Journal of Women and Minorities in Science and Engineering,2015,377
"Hammond, Rebecca",Rebecca, Hammond,female,BMC Public Health,2015,442
"Lee, Reginald",Reginald, Lee,male,Journal of Science Education and Technology,2016,1689
"Burton, Rena",Rena, Burton,female,Journal of Science Education and Technology,2017,1693
"Dorph, Rena",Rena,Dorph,female,International Journal of Science Education,2018,1249
"Adams, Renee",Renee,Adams,female,American Economic Review,2016,51
"Jagsi, Reshma",Reshma, Jagsi,NA,Advances in Radiation Oncology,2018,506
"Owens, Rhea",Rhea, Owens,female,Journal of Psychoeducational Assessment,2012,1417
"Lanehart, Rheta",Rheta, Lanehart,NA,Journal of Science Education and Technology,2016,1687
"Christensen, Rhonda",Rhonda,Christensen,female,Journal of Science Education and Technology,2015,1657
"Christensen, Rhonda",Rhonda,Christensen,female,Computers in Human Behavior,2014,533
"McGee, Richard",Richard,McGee,male,AIDS and Behavior,2016,1610
"Simon, Richard",Richard,Simon,male,Journal of Research in Science Teaching,2016,887
"Crisp, Richard",Richard, Crisp,male,Group Processes & Intergroup Relations,2016,1353
"Serpe, Richard",Richard, Serpe,male,Social science research,2017,684
"Wright, Richard",Richard,Wright,male,Economic Geography,2017,1842
"Evans, Riley",Riley,Evans,female,PRIMUS,2018,1848
"Goyal, Riya",Riya, Goyal,female,Advances in Physiology Education,2014,71
"Travers, Robb",Robb, Travers,NA,BMC Public Health,2015,441
"Tai, Robert",Robert, Tai,male,Journal of chemical education,2012,33
"Sweet, Robert",Robert, Sweet,male,International Journal of Science Education,2014,1248
"Adelman, Robert",Robert, Adelman,male,Basic & Applied Social Psychology,2016,1109
"Lim, Robert",Robert, Lim,male,Journal of vocational behavior,2015,628
"Lent, Robert",Robert,Lent,male,Journal of vocational behavior,2015,623
"Lent, Robert",Robert,Lent,male,Journal of Counseling Psychology,2018,98
"Otondo, Robert",Robert,Otondo,male,Communications of the Association for Information Systems,2018,835
"Tai, Robert",Robert, Tai,male,Science Education,2011,908
"Ridge, Robert",Robert, Ridge,male,Social Sciences,2018,1015
"Ceglie, Robert",Robert,Ceglie,male,International Journal of Science and Mathematics Education,2016,1634
"Tai, Robert",Robert, Tai,male,College Student Journal,2010,1103
"Tai, Robert",Robert, Tai,male,Journal of chemical education,2014,40
"Tai, Robert",Robert, Tai,male,Science Education,2012,915
"Klitzman, Robert",Robert, Klitzman,male,Cell Stem Cell,2015,465
"Rincon, Roberta",Roberta, Rincon,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,280
"Rincon, Roberta",Roberta,Rincon,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,336
"Clark, Robin",Robin, Clark,female,International Journal of Engineering Education,2016,493
"Bernstein, Robin",Robin, Bernstein,female,American Journal of Physical Anthropology,2018,858
"Wilson, Robyn",Robyn, Wilson,female,Journal of Women and Minorities in Science and Engineering,2018,402
"Pearson, Rodney",Rodney, Pearson,male,Communications of the Association for Information Systems,2018,836
"Godbole, Rohini",Rohini,Godbole,NA,Current science,2017,795
"Singh, Romila",Romila, Singh,NA,Journal of vocational behavior,2016,598
"Singh, Romila",Romila,Singh,NA,Journal of vocational behavior,2013,629
"Brandt, Ronald",Ronald,Brandt,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,317
"Ash, Ronald",Ronald, Ash,male,Journal of Economic Psychology,2008,576
"Su, Rong",Rong,Su,NA,Frontiers in Psychology,2015,723
"Banda, Rosa",Rosa, Banda,female,Journal for Multicultural Education,2016,706
"Banda, Rosa",Rosa,Banda,female,International Journal of Qualitative Studies in Education,2018,1238
"Guadagno, Rosanna",Rosanna, Guadagno,female,Sex Roles,2015,1813
"Wu, Roseann",Roseann, Wu,female,Journal of Medical Internet Research,2018,850
"Edzie, Rosemary",Rosemary,Edzie,female,7th IEEE GCC Conference and Exhibition (GCC),2015,491
"Mickelson, Roslyn",Roslyn, Mickelson,female,Economics of Education Review,2015,556
"Mickelson, Roslyn",Roslyn, Mickelson,female,Social Currents,2016,1534
"Mickelson, Roslyn",Roslyn, Mickelson,female,International Journal of STEM Education,2018,1643
"Guadagno, Rossanna",Rossanna, Guadagno,NA,Sex Roles,2017,1774
"Jones, Roxann",Roxann, Jones,female,PLoS ONE,2018,1170
"Andreasen, Rrobin",Rrobin, Andreasen,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,264
"Mendenhall, Ruby",Ruby,Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,330
"Mendenhall, Ruby",Ruby, Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,307
"Daly, Russell",Russell,Daly,male,Journal of the American Veterinary Medical Association,2012,337
"Faux, Russell",Russell, Faux,male,Advances in Physiology Education,2014,74
"Long, Russell",Russell, Long,male,Journal of Engineering Education,2012,964
"Kanfer, Ruth",Ruth, Kanfer,female,Journal of educational psychology,2013,150
"Kanfer, Ruth",Ruth, Kanfer,female,Teachers College Record,2013,499
"Foor, Ryan",Ryan,Foor,male,Journal of Agricultural Education,2011,21
"Toomey, Ryan",Ryan, Toomey,male,Psychology of Women Quarterly,2018,1498
"McCarther, S.",S., McCarther,NA,Leadership & Management in Engineering,2010,223
"Kulturel-Konak, Sadan",Sadan,Kulturel-Konak,NA,Contemporary Issues in Education Research,2011,484
"Kim, Saenam",Saenam, Kim,NA,Social Psychological and Personality Science,2011,1539
"Nix, Samantha",Samantha, Nix,female,Frontiers in Psychology,2017,748
"Nix, Samantha",Samantha, Nix,female,Journal of Higher Education,2018,1270
"Farro, Samantha",Samantha, Farro,female,Analyses of Social Issues and Public Policy,2013,1887
"Howe, Samantha",Samantha,Howe,female,Peer Review,2014,358
"Nix, Samantha",Samantha,Nix,female,Frontiers in psychology,2015,756
"Masur, Sandra",Sandra, Masur,female,Cell Stem Cell,2015,466
"Clinton, Sandra",Sandra, Clinton,female,PLoS ONE,2017,1146
"Laursen, Sandra",Sandra,Laursen,female,Change,2015,1191
"Bhatia, Sangeeta",Sangeeta, Bhatia,NA,Annals of Biomedical Engineering,2010,1613
"Parikh, Sanjai",Sanjai, Parikh,NA,Soil Science Society of America Journal,2018,1579
"Cheryan, Sapna",Sapna,Cheryan,NA,Frontiers in psychology,2015,731
"Cheryan, Sapna",Sapna, Cheryan,NA,Psychological Inquiry,2011,1116
"Cheryan, Sapna",Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,1535
"Cheryan, Sapna",Sapna, Cheryan,NA,Journal of educational psychology,2016,136
"Cheryan, Sapna",Sapna,Cheryan,NA,Psychological bulletin,2017,176
"Cheryan, Sapna",Sapna, Cheryan,NA,Journal of experimental child psychology,2017,583
"Cheryan, Sapna",Sapna, Cheryan,NA,International Review of Social Psychology,2014,1868
"Cheryan, Sapna",Sapna,Cheryan,NA,Sex Roles,2013,1808
"Cheryan, Sapna",Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,1481
"Pruss, Sara",Sara, Pruss,female,Cell Biology Education,2017,205
"Brownell, Sara",Sara, Brownell,female,PLoS ONE,2016,1138
"Hodges, Sara",Sara, Hodges,female,Personality and Social Psychology Bulletin,2013,1444
"Rushing, Sara",Sara, Rushing,female,Bioscience,2015,1075
"Brownell, Sara",Sara, Brownell,female,Physical Review Physics Education Research,2016,58
"Jordan-Bloch, Sara",Sara,Jordan-Bloch,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,256
"Rushing, Sara",Sara, Rushing,female,Journal of Diversity in Higher Education,2017,111
"McClelland, Sara",Sara,McClelland,female,Psychology of Women Quarterly,2015,1514
"Grineski, Sara",Sara, Grineski,female,Science Education,2018,900
"Soffa, Sara",Sara, Soffa,female,Frontiers in Psychology,2017,721
"Brownell, Sara",Sara, Brownell,female,PLoS ONE,2018,1179
"Eddy, Sarah",Sarah, Eddy,female,PLoS ONE,2016,1137
"Eddy, Sarah",Sarah,Eddy,female,Physical Review Physics Education Research,2016,57
"Elton, Sarah",Sarah, Elton,female,American Journal of Physical Anthropology,2018,863
"Herrmann, Sarah",Sarah,Herrmann,female,Basic & Applied Social Psychology,2016,1108
"Kleihauer, Sarah",Sarah,Kleihauer,female,Journal of Agricultural Education,2013,17
"Dickinson, Sarah",Sarah, Dickinson,female,Contemporary Issues in Education Research,2011,486
"Dunlap, Sarah",Sarah, Dunlap,female,Sex Roles,2016,1796
"Painter, Sarah",Sarah, Painter,female,Journal of Women and Minorities in Science and Engineering,2015,379
"Grover, Sarah",Sarah,Grover,female,Journal of personality and social psychology,2017,173
"Thebaud, Sarah",Sarah, Thebaud,female,Sociological Science,2017,1567
"Lubienski, Sarah",Sarah,Lubienski,female,Educational Researcher,2018,1336
"Hamylton, Sarah",Sarah, Hamylton,female,Palgrave Communications,2018,1589
"Thoman, Sarah",Sarah, Thoman,female,Journal of Applied Developmental Psychology,2017,567
"Lubienski, Sarah",Sarah, Lubienski,female,"Journal of College Student Retention: Research, Theory and Practice",2018,1408
"Banchefsky, Sarah",Sarah, Banchefsky,female,Educational Psychology,2018,1225
"Mullen, Sarah",Sarah, Mullen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,297
"Thébaud, Sarah",Sarah,Thébaud,female,Social Sciences,2018,1009
"Banchefsky, Sarah",Sarah,Banchefsky,female,Social Sciences,2018,1007
"Kenny, Sarah",Sarah, Kenny,female,Psychological Science,2013,1456
"Banchefsky, Sarah",Sarah,Banchefsky,female,Sex Roles,2016,1751
"Jackson, Sarah",Sarah,Jackson,female,Social Psychology of Education,2014,1837
"Damaske, Sarah",Sarah,Damaske,female,Gender & Society,2011,1344
