author,fname,lname,gender,pubtitle,date,id
"Adams, Glenn",Glenn, Adams,male,Cultural diversity & ethnic minority psychology,2014,78
"Bivens, Glennda",Glennda, Bivens,NA,New Directions for Community Colleges,2014,930
"Ma, Gloria",Gloria,Ma,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,298
"Lim, Gloria",Gloria, Lim,female,Physical Review Physics Education Research,2016,68
"Lim, Gloria",Gloria, Lim,female,Journal of Higher Education,2017,1265
"Segovia, Gloria",Gloria, Segovia,female,Applied Developmental Science,2018,1106
"Vunjak-Novakovic, Gordana",Gordana, Vunjak-Novakovic,NA,Cell Stem Cell,2015,477
"Silva, Graziela Miot da",Graziela Miot da, Silva,NA,Palgrave Communications,2018,1595
"Wolniak, Gregory",Gregory, Wolniak,male,Teachers College Record,2013,497
"Bott, Gregory",Gregory, Bott,male,Communications of the Association for Information Systems,2018,838
"Lewis, Gregory",Gregory, Lewis,male,Social Science Journal,2011,673
"Wolniak, Gregory",Gregory, Wolniak,male,Research in Higher Education,2012,1735
"Chang, Gregory",Gregory, Chang,male,Clinical Imaging,2018,514
"Walton, Gregory",Gregory,Walton,male,Journal of educational psychology,2015,152
"Bauer, Greta",Greta,Bauer,female,BMC Public Health,2015,438
"Soncuya, Gretchen",Gretchen, Soncuya,female,Psychology of Women Quarterly,2013,1513
"Villalobos, Guillermo",Guillermo, Villalobos,male,Social Psychology of Education,2015,1834
"Sarseke, Gulnar",Gulnar,Sarseke,NA,NASPA Journal About Women in Higher Education,2018,1295
"Yew, Guo Zheng",Guo Zheng, Yew,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,282
"Mustafa, Hadil",Hadil,Mustafa,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,274
"Tracy, Hailee",Hailee, Tracy,female,Social Sciences,2018,974
"Wang, Haiwen",Haiwen, Wang,NA,Journal of Research in Science Teaching,2016,893
"Arabnia, Hamid",Hamid, Arabnia,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,44
"Shepherd, Hana",Hana,Shepherd,female,Social psychology quarterly,2015,1545
"Lee, Hang-Shim",Hang-Shim,Lee,NA,Journal of vocational behavior,2015,591
"Whang, Hannah",Hannah, Whang,female,Research in Higher Education,2016,1741
"Power, Hannah",Hannah, Power,female,Palgrave Communications,2018,1597
"Whang, Hannah",Hannah, Whang,female,Research in Higher Education,2015,1715
"Ackler, Harold",Harold, Ackler,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,316
"Ribeiro, Haroldo",Haroldo, Ribeiro,NA,PLoS Biology,2016,1122
"Falconer, Heather",Heather, Falconer,female,Journal of Research in Science Teaching,2017,885
"Metcalf, Heather",Heather,Metcalf,female,Nature Human Behaviour,2018,1049
"Doty, Heather",Heather,Doty,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,263
"Rowan-Kenyon, Heather",Heather, Rowan-Kenyon,female,Journal of Higher Education,2012,1278
"Thiry, Heather",Heather, Thiry,female,Bulletin of the American Meteorological Society,2013,55
"Metcalf, Heather",Heather, Metcalf,female,Frontiers in Psychology,2017,764
"Gauder, Heidi",Heidi,Gauder,female,Reference Services Review,2012,708
"Julien, Heidi",Heidi,Julien,female,Library & Information Science Research,2009,647
"Blackburn, Heidi",Heidi,Blackburn,female,Science & Technology Libraries,2017,1298
"Wiebke, Heidi",Heidi, Wiebke,female,Science Education,2014,918
"Stoeger, Heidrun",Heidrun,Stoeger,NA,Annals of the New York Academy of Sciences,2016,1889
"Stoeger, Heidrun",Heidrun,Stoeger,NA,Computers & Education,2013,525
"Daldrup-Link, Heike",Heike,Daldrup-Link,NA,Molecular Imaging and Biology,2017,1707
"Morgan, Helen",Helen, Morgan,female,Learning Communities: Research & Practice,2016,713
"Tunnicliffe, Helen",Helen,Tunnicliffe,female,TCE: The Chemical Engineer,2015,833
"Rabasco, Helena",Helena, Rabasco,female,Sex Roles,2018,1767
"Watt, Hellen M.",Hellen M.,Watt,NA,Sex Roles,2017,1775
"Friedman, Hershey",Hershey, Friedman,NA,Journal of Research in Gender Studies,2018,6
"Zimmerman, Hilary",Hilary, Zimmerman,female,Computer Science Education,2017,1222
"Zimmerman, Hilary",Hilary, Zimmerman,female,Journal of Higher Education,2017,1267
"Geber, Hilary",Hilary,Geber,female,International Journal of Evidence Based Coaching & Mentoring,2011,1053
"Koishi, Hirofumi",Hirofumi, Koishi,NA,Sex Roles,2008,1820
"Dolliver, Holly",Holly, Dolliver,female,Soil Science Society of America Journal,2018,1580
"Zarghamee, Homa",Homa, Zarghamee,NA,Experimental Economics,2016,1621
"Chan, Hsun-yu",Hsun-yu, Chan,NA,Frontiers in Psychology,2017,720
"Xu, Huan",Huan, Xu,NA,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,818
"Sheu, Hung-Bin",Hung-Bin, Sheu,NA,Journal of Counseling Psychology,2018,99
"Johari, Husna",Husna, Johari,female,Procedia Economics and Finance,2016,657
"Le, Huy",Huy,Le,male,Journal of vocational behavior,2016,595
"Kim, Hwaheun",Hwaheun, Kim,NA,Sex Roles,2017,1772
"Jang, Hyewon",Hyewon,Jang,NA,Journal of Science Education and Technology,2016,1680
"Handley, Ian",Ian,Handley,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1041
"Handley, Ian",Ian, Handley,male,Bioscience,2015,1073
"Handley, Ian",Ian, Handley,male,Journal of Diversity in Higher Education,2017,113
"Randall, Ian",Ian,Randall,male,Physics World,2016,832
"Ngambeki, Ida",Ida, Ngambeki,female,Motivation and Emotion,2012,1711
"Villanueva, Idalis",Idalis, Villanueva,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,292
"Shelley, II",II, Shelley,NA,Journal of STEM Education : Innovations and Research,2010,798
"Pollack, Ilana",Ilana, Pollack,female,PLoS ONE,2017,1147
"Yoon, Ilmi",Ilmi, Yoon,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,345
"Johnson, India",India, Johnson,female,Psychology of Women Quarterly,2018,1503
"Johnson, India",India, Johnson,female,Journal of experimental social psychology,2018,589
"Weigold, Ingrid",Ingrid, Weigold,female,Journal of vocational behavior,2017,638
"Berdousis, Ioannis",Ioannis,Berdousis,male,Procedia - Social and Behavioral Sciences,2015,651
"Delgado-Fernandez, Irene",Irene, Delgado-Fernandez,female,Palgrave Communications,2018,1592
"Nikiforova, Irina",Irina, Nikiforova,female,Gender & Society,2011,1348
"Warner, Isiah",Isiah, Warner,male,Journal of chemical education,2014,38
"Settles, Isis",Isis,Settles,female,Psychology of Women Quarterly,2016,1474
"Diaz, Ismael",Ismael, Diaz,male,Journal of Women and Minorities in Science and Engineering,2017,390
"Saadin, Izmayani",Izmayani,Saadin,NA,Procedia Economics and Finance,2016,655
"Haynes, J. Chris",J. Chris, Haynes,NA,Journal of Agricultural Education,2015,13
"Jackson, J. Kasi",J. Kasi, Jackson,NA,Innovative Higher Education,2016,1606
"Jackson, J. Kasi",J. Kasi, Jackson,NA,Journal of Baltic Science Education,2010,1560
"Stolk, J.D.",J.D.,Stolk,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,266
"Cundiff, J.L.",J.L.,Cundiff,NA,Group Processes and Intergroup Relations,2018,1354
"Hibel, Jacob",Jacob, Hibel,male,Research in Social Stratification and Mobility,2015,660
"Westfall, Jacob",Jacob, Westfall,male,Sex Roles,2016,1752
"Chen, Jacqueline",Jacqueline,Chen,female,Group Processes & Intergroup Relations,2015,1350
"Hyman, Jacqueline",Jacqueline, Hyman,female,Journal of Vocational Behavior,2018,618
"Tanaka, Jacqueline",Jacqueline, Tanaka,female,Contemporary Educational Psychology,2013,539
"Ball, Jacqueline",Jacqueline, Ball,female,Journal of Career Assessment,2012,1386
"Eccles, Jacquelynne",Jacquelynne,Eccles,NA,International Journal of Behavioral Development,2016,1366
"Eccles, Jacquelynne",Jacquelynne, Eccles,NA,Psychological Science,2013,1455
"Eccles, Jacquelynne",Jacquelynne, Eccles,NA,Journal of Vocational Behavior,2018,611
"Lewis, Jaime",Jaime,Lewis,male,Journal of Medical Internet Research,2018,843
"Lester, Jaime",Jaime,Lester,male,Community College Journal of Research & Practice,2016,1203
"Pyne, Jake",Jake, Pyne,male,BMC Public Health,2015,440
"Lewis, Jakeem",Jakeem, Lewis,male,Journal of vocational behavior,2017,604
"Codling, James",James, Codling,male,JCOM: Journal of Science Communication,2009,1564
"Kim, James",James, Kim,male,Journal of Career Development,2013,1397
"Rounds, James",James, Rounds,male,Frontiers in Psychology,2015,724
"Koch, James",James,Koch,male,Journal of Economics and Finance,2018,1608
"Gordon, James",James, Gordon,male,Advances in Physiology Education,2014,73
"West, James",James, West,male,Quarterly Journal of Economics,2010,1082
"Cano, Jamie",Jamie, Cano,female,Journal of Agricultural Education,2011,22
"Shaffer, Jamie",Jamie, Shaffer,female,Journal of Women and Minorities in Science and Engineering,2015,380
"Speer, Jamin",Jamin, Speer,male,Economics Letters,2018,551
"Stets, Jan",Jan,Stets,male,Social science research,2017,681
"Stout, Jane",Jane,Stout,female,Journal of personality and social psychology,2011,169
"Andrews, Jane",Jane,Andrews,female,International Journal of Engineering Education,2016,492
"Liu, Jane",Jane, Liu,female,Journal of vocational behavior,2013,632
"Stout, Jane",Jane,Stout,female,Sex Roles,2016,1768
"Stout, Jane",Jane, Stout,female,Psychology of Women Quarterly,2017,1485
"Friedman, Jane",Jane, Friedman,female,PRIMUS,2018,1849
"Gagnon, Janelle",Janelle, Gagnon,female,Community College Journal of Research & Practice,2012,1207
"Gagnon, Janelle",Janelle, Gagnon,female,Journal of Women and Minorities in Science and Engineering,2011,434
"Gagnon, Janelle",Janelle, Gagnon,female,Journal of Women and Minorities in Science and Engineering,2011,429
"Tsai, Janet",Janet, Tsai,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,239
"Malley, Janet",Janet, Malley,female,Journal of Women and Minorities in Science and Engineering,2016,396
"Smith, Janet",Janet, Smith,female,Journal of Research in Science Teaching,2018,881
"Hyde, Janet",Janet, Hyde,female,Sex Roles,2017,1776
"Johnson, Japera",Japera, Johnson,NA,Higher Education,2015,1628
"Cala, Jaqueline",Jaqueline, Cala,female,PLoS ONE,2018,1163
"Hyman, Jaquieline",Jaquieline, Hyman,NA,Journal of Vocational Behavior,2018,1962
"Halter, Jared",Jared, Halter,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,235
"Nettiksimmons, Jasmine",Jasmine, Nettiksimmons,female,Journal of Women's Health,2011,1024
"Jovanovic, Jasna",Jasna, Jovanovic,NA,Journal of Women and Minorities in Science and Engineering,2015,410
"Jovanovic, Jasna",Jasna, Jovanovic,NA,Journal of Diversity in Higher Education,2017,134
"Garvey, Jason",Jason, Garvey,male,Journal of Higher Education,2012,1280
"Sheltzer, Jason",Jason,Sheltzer,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1029
"Nissen, Jayson",Jayson,Nissen,male,Physical Review Physics Education Research,2016,62
"Kromrey, Jeffrey",Jeffrey, Kromrey,male,Journal of Science Education and Technology,2016,1690
"Mervis, Jeffrey",Jeffrey,Mervis,male,Science,2011,27
"Froyd, Jeffrey",Jeffrey, Froyd,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,231
"Valla, Jeffrey",Jeffrey,Valla,male,Perspectives on Psychological Science,2014,1450
"Ashby, Jeffrey",Jeffrey, Ashby,male,Journal of Counseling Psychology,2015,97
"Valla, Jeffrey",Jeffrey,Valla,male,Journal of Women and Minorities in Science and Engineering,2012,392
"DeWitt, Jen",Jen, DeWitt,male,Sex Roles,2017,1792
"Freeman, Jen",Jen, Freeman,male,Science Education,2018,904
"Shapiro, Jenessa",Jenessa,Shapiro,female,Sex Roles,2012,1802
"Hart, Jeni",Jeni,Hart,NA,Journal of Higher Education,2016,1273
"Bratter, Jenifer",Jenifer, Bratter,female,"Gender, Work and Organization",2017,1917
"Cambria, Jenna",Jenna, Cambria,female,Journal of educational psychology,2017,140
"Carpenter, Jenna",Jenna, Carpenter,female,Career Development Quarterly,2014,1899
"Mallette, Jennifer",Jennifer,Mallette,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,315
"Gurski, Jennifer",Jennifer,Gurski,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,258
"Peach, Jennifer",Jennifer, Peach,female,Journal of educational psychology,2015,153
"Yu, Jennifer",Jennifer, Yu,female,Journal of Autism and Developmental Disorders,2013,1651
"Normanly, Jennifer",Jennifer, Normanly,female,Social Sciences,2017,986
"Batra, Jennifer",Jennifer, Batra,female,Journal of Women and Minorities in Science and Engineering,2018,403
"Petersen, Jennifer",Jennifer, Petersen,female,Sex Roles,2017,1777
"Bekki, Jennifer",Jennifer, Bekki,female,New Directions for Higher Education,2015,937
"Bosson, Jennifer",Jennifer, Bosson,female,Psychology of Women Quarterly,2018,1494
"Grossman, Jennifer",Jennifer,Grossman,female,Urban Education,2014,1551
"Schneider, Jennifer",Jennifer, Schneider,female,New Directions for Institutional Research,2011,949
"Cramer, Jennifer",Jennifer, Cramer,female,American Journal of Physical Anthropology,2018,862
"Karlin, Jennifer",Jennifer, Karlin,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,252
"Drew, Jennifer",Jennifer,Drew,female,CBE Life Sciences Education,2016,180
"Daniel, Jennifer",Jennifer, Daniel,female,Journal of Science Education and Technology,2016,1669
"Maltby, Jennifer",Jennifer,Maltby,female,Learning Communities: Research & Practice,2016,710
"Glass, Jennifer",Jennifer,Glass,female,Social Forces,2013,1092
"Glass, Jennifer",Jennifer, Glass,female,Social science research,2017,678
"Batra, Jennifer",Jennifer, Batra,female,Management Communication Quarterly,2015,1424
"Amos, Jennifer",Jennifer, Amos,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,332
"Gatz, Jennifer",Jennifer,Gatz,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,310
"Bekki, Jennifer",Jennifer, Bekki,female,Journal of Career Assessment,2015,1383
"Saucerman, Jennifer",Jennifer,Saucerman,female,Adultspan Journal,2014,1884
"Cribbs, Jennifer",Jennifer, Cribbs,female,International Journal of Science Education,2018,1241
"Cromley, Jennifer",Jennifer, Cromley,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,335
"Cromley, Jennifer",Jennifer,Cromley,female,Contemporary Educational Psychology,2013,536
"Amos, Jennifer",Jennifer, Amos,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,309
"LaCosse, Jennifer",Jennifer,LaCosse,female,Psychology of Women Quarterly,2016,1506
"DeWitt, Jennifer.",Jennifer., DeWitt,NA,American Educational Research Journal,2017,1315
"Jones, Jenny",Jenny,Jones,female,Civil Engineering,2010,1557
"Pedescleaux, Jerie",Jerie, Pedescleaux,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,273
"Jackson, Jerlando F.",Jerlando F., Jackson,NA,Journal of Diversity in Higher Education,2014,125
"Jacobs, Jerry",Jerry, Jacobs,male,Research in Higher Education,2016,1740
"Jacobs, Jerry",Jerry, Jacobs,male,Journal of Higher Education,2017,1263
"Smith, Jessi",Jessi, Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1044
"Smith, Jessi",Jessi,Smith,female,Bioscience,2017,1067
"Smith, Jessi",Jessi, Smith,female,Psychology of Women Quarterly,2013,1511
"Smith, Jessi",Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1441
"Smith, Jessi",Jessi, Smith,female,Journal of Diversity in Higher Education,2017,108
"Smith, Jessi",Jessi, Smith,female,Career Development Quarterly,2014,1897
"Smith, Jessi",Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,81
"Smith, Jessi",Jessi,Smith,female,Bioscience,2015,1072
"Gilmartin, Jessica",Jessica, Gilmartin,female,IEEE Technology & Society Magazine,2016,829
"Crowe, Jessica",Jessica,Crowe,female,Rural Sociology,2009,1305
"Heybach, Jessica",Jessica,Heybach,female,Educational Studies,2017,1227
"Prenni, Jessica",Jessica, Prenni,female,Journal of the American Society for Mass Spectrometry,2017,1705
"Lofton, Jessica",Jessica,Lofton,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,255
"Whitehead, Jessica",Jessica, Whitehead,female,Social Psychological and Personality Science,2011,1541
"Fautch, Jessica",Jessica, Fautch,female,Journal of chemical education,2015,42
"Bennett, Jessica",Jessica, Bennett,female,PLoS ONE,2014,1131
"Ellis, Jessica",Jessica,Ellis,female,PLoS ONE,2016,1180
"Degol, Jessica",Jessica, Degol,female,Frontiers in Psychology,2015,752
"Goldberger, Jessica",Jessica, Goldberger,female,Rural Sociology,2009,1306
"Degol, Jessica",Jessica, Degol,female,Developmental Review,2013,549
"Bodford, Jessica",Jessica, Bodford,female,Basic & Applied Social Psychology,2016,1110
"Arizaga, Jessica",Jessica, Arizaga,female,Psychology of Women Quarterly,2013,1510
"Degol, Jessica",Jessica, Degol,female,Educational Psychology Review,2017,1616
"Minney, Jessy",Jessy, Minney,male,Sex Roles,2015,1816
"Bystydzienski, Jill",Jill, Bystydzienski,female,Innovative Higher Education,2015,1603
"Bennett, Jill",Jill, Bennett,female,Psychology of Women Quarterly,2016,1508
"Loveluck, Jimena",Jimena, Loveluck,female,Journal of Medical Internet Research,2013,854
"Shin, Jiyun E.",Jiyun E.,Shin,NA,Journal of Applied Social Psychology,2016,1930
"Handelsman, Jo",Jo, Handelsman,female,Journal of Experimental Psychology: Applied,2018,163
"Smith, Joan",Joan, Smith,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1030
"Herbers, Joan",Joan, Herbers,male,Peer Review,2014,360
"Barth, Joan",Joan,Barth,male,Sex Roles,2015,1812
"Barth, Joan",Joan, Barth,male,Journal of vocational behavior,2015,609
"Barth, Joan",Joan,Barth,male,Sex Roles,2016,1795
"Esson, Joan",Joan, Esson,male,International Journal of Science Education,2018,1245
"Williams, Joan",Joan,Williams,male,Journal of Research in Gender Studies,2016,7
"Barth, Joan",Joan,Barth,male,Sex Roles,2017,1771
"Richtsmeier, Joan",Joan, Richtsmeier,male,American Journal of Physical Anthropology,2018,868
"Gilmore, Joanna",Joanna, Gilmore,female,Council on Undergraduate Research Quarterly,2011,489
"Jezierska, Joanna",Joanna,Jezierska,female,Techniques,2016,343
"Moreira, João A.",João A., Moreira,NA,PLoS Biology,2016,1120
"Linley, Jodi",Jodi,Linley,female,New Directions for Student Services,2013,953
"Forrest, John",John, Forrest,male,Academic Medicine,2018,368
"Siy, John",John, Siy,male,Social Psychological and Personality Science,2011,1536
"Ifcher, John",John,Ifcher,male,Experimental Economics,2016,1620
"McGready, John",John, McGready,male,PLoS ONE,2014,1130
"Settlage, John",John, Settlage,male,International Journal of Science and Mathematics Education,2016,1635
"Beekman, John",John,Beekman,male,School Science and Mathematics,2015,920
"Siy, John",John, Siy,male,Psychological Inquiry,2011,1115
"Dovidio, John",John, Dovidio,male,Journal of Experimental Psychology: Applied,2018,160
"Jorstad, John",John,Jorstad,male,Community College Journal of Research & Practice,2017,1209
"Dugan, John",John,Dugan,male,Journal of Leadership Studies,2013,875
"Kellar, Jon",Jon, Kellar,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,250
"Gratch, Jonathan",Jonathan, Gratch,male,Computers & Education,2016,520
"Wai, Jonathan",Jonathan, Wai,male,Frontiers in psychology,2015,766
"Shemwell, Jonathan",Jonathan, Shemwell,male,Physical Review Physics Education Research,2016,63
"Berhanu, Jonathan",Jonathan, Berhanu,male,Journal of Diversity in Higher Education,2014,126
"Hahm, Jong-on",Jong-on, Hahm,NA,Review of Policy Research,2009,1950
"Hopkins, Jordan",Jordan, Hopkins,male,Journal of Higher Education,2018,1271
"Vossen, Jordan",Jordan, Vossen,male,Sex Roles,2018,1758
"Troisi, Jordan",Jordan, Troisi,male,Journal of Applied Social Psychology,2016,1928
"Troisi, Jordan",Jordan, Troisi,male,Personality and Social Psychology Bulletin,2011,1430
"Duch, Jordi",Jordi, Duch,male,PLoS Biology,2016,1118
"Joseph, Joretta",Joretta,Joseph,NA,International Journal of Doctoral Studies,2012,796
"Joseph, Joretta",Joretta,Joseph,NA,Sociological Research Online,2014,1550
"Blackorby, Jose",Jose, Blackorby,male,Journal of Autism and Developmental Disorders,2013,1654
"Bauermeister, Jose",Jose, Bauermeister,male,Journal of Medical Internet Research,2013,856
"Peña, José Vicente",José Vicente, Peña,NA,Journal of vocational behavior,2013,607
"Cimpian, Joseph",Joseph, Cimpian,male,American Educational Research Journal,2018,1310
"Weaver, Joseph",Joseph, Weaver,male,PLoS ONE,2018,1177
"King, Joseph",Joseph,King,male,Academic Medicine,2018,366
"Berger, Joseph",Joseph, Berger,male,Journal of Technology Education,2008,1881
"Kruger, Joseph",Joseph, Kruger,male,Journal of Science Education and Technology,2016,1670
"Harsh, Joseph",Joseph,Harsh,male,Journal of chemical education,2012,31
"Price, Joshua",Joshua,Price,male,Economics of Education Review,2010,560
"Polanin, Joshua",Joshua, Polanin,male,Journal of Leadership Studies,2013,879
"Coon, Joshua",Joshua, Coon,male,Journal of the American Society for Mass Spectrometry,2017,1706
"Steffan, Joshua",Joshua, Steffan,male,Soil Science Society of America Journal,2018,1582
"Rosenbloom, Joshua",Joshua,Rosenbloom,male,Journal of Economic Psychology,2008,575
"Gayles, Joy",Joy, Gayles,female,Social Sciences,2018,970
"Honea, Joy",Joy, Honea,female,Journal of Diversity in Higher Education,2017,109
"Gayles, Joy",Joy,Gayles,female,New Directions for Institutional Research,2011,941
"Gayles, Joy",Joy,Gayles,female,Journal of Higher Education,2014,1282
"Misra, Joya",Joya,Misra,female,Social Sciences,2017,982
"Ehrlinger, Joyce",Joyce,Ehrlinger,female,Sex Roles,2018,1755
"Yen, Joyce",Joyce, Yen,female,Journal of Technology Transfer,2017,1699
"Yen, Joyce",Joyce,Yen,female,Journal of Women and Minorities in Science and Engineering,2007,419
"Moakler, Jr",Jr,Moakler,male,Career Development Quarterly,2014,1900
"Gore, Jr",Jr, Gore,male,Journal of Career Assessment,2013,1377
"Gibbs, Jr",Jr,Gibbs,male,PLoS ONE,2014,1129
"Gutierrez, Juan",Juan, Gutierrez,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,45
"Grosser, Jude",Jude, Grosser,male,Scientia Horticulturae,2018,669
"Mann, Judith",Judith, Mann,female,Journal of Science Education and Technology,2016,1671
"Danovitch, Judith",Judith, Danovitch,female,International Review of Social Psychology,2014,1866
"Harackiewicz, Judith",Judith, Harackiewicz,female,Sex Roles,2017,1780
"Sheard, Judy",Judy,Sheard,female,Computer Science Education,2010,1217
"Hodges, Julia",Julia, Hodges,female,Communications of the Association for Information Systems,2018,840
"Melkers, Julia",Julia, Melkers,female,Science Technology and Human Values,2018,1529
"Savoy, Julia",Julia, Savoy,female,CBE Life Sciences Education,2018,198
"Bear, Julia",Julia,Bear,female,Interdisciplinary Science Reviews,2011,1236
"Skolnik, Julia",Julia,Skolnik,female,Science & Education,2015,925
"Martin, Julie",Julie, Martin,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,233
"Angle, Julie",Julie, Angle,female,School Science and Mathematics,2016,923
"Lorah, Julie",Julie, Lorah,female,Journal of Women and Minorities in Science and Engineering,2018,375
"Walters, Julie",Julie,Walters,female,Review of Policy Research,2010,1945
"Moote, Julie",Julie, Moote,female,American Educational Research Journal,2017,1313
"Lorah, Julie",Julie, Lorah,female,Research in Higher Education,2014,1720
"Joyal, Julie",Julie, Joyal,female,Advances in Physiology Education,2014,72
"Kittleson, Julie",Julie, Kittleson,female,Journal of Research in Science Teaching,2013,891
"Moote, Julie",Julie, Moote,female,Sex Roles,2017,1791
"van der Molen, Juliette H",Juliette H, van der Molen,NA,International Journal of Technology and Design Education,2016,1649
"Moss, Justin",Justin,Moss,male,NACTA Journal; Twin Falls,2011,1045
"Sherwood, K.E.",K.E.,Sherwood,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,288
"Beddoes, Kacey",Kacey,Beddoes,female,Studies in Higher Education,2014,1301
"Conroy, Kacie",Kacie, Conroy,female,ACM Transactions on Computing Education,2017,353
"Rackley, Kadie",Kadie, Rackley,female,Journal of Career Development,2017,1402
"Simonson, Kailey",Kailey, Simonson,female,PLoS ONE,2018,1175
"Mahrer, Kali",Kali, Mahrer,female,PLoS ONE,2018,1164
"Dissanayake, Kalpani",Kalpani, Dissanayake,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,284
"Woodson, Kamilah",Kamilah, Woodson,female,Review of Research in Education,2018,1524
"Woodson, Kamilah",Kamilah, Woodson,female,New Directions for Higher Education,2013,933
"Gonsalkorale, Karen",Karen, Gonsalkorale,female,Contemporary Educational Psychology,2018,543
"Okamoto, Karen",Karen,Okamoto,female,Public Services Quarterly,2013,1297
"Inkelas, Karen",Karen,Inkelas,female,New Directions for Institutional Research,2011,943
"Aguar, Karen",Karen,Aguar,female,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,43
"Winkfield, Karen",Karen, Winkfield,female,Advances in Radiation Oncology,2018,509
"Vaughan, Karen",Karen, Vaughan,female,Soil Science Society of America Journal,2018,1578
"Mancl, Karen",Karen,Mancl,female,Ohio Journal of Science,2017,1051
"Jackson, Karen",Karen,Jackson,female,Journal of Women and Minorities in Science and Engineering,2017,371
"Inkelas, Karen",Karen, Inkelas,female,Research in Higher Education,2013,1746
"Inkelas, Karen",Karen, Inkelas,female,Research in Higher Education,2011,1737
"Multon, Karen",Karen, Multon,female,Journal of Psychoeducational Assessment,2012,1414
"Inkelas, Karen Kurotsuchi",Karen Kurotsuchi, Inkelas,NA,Journal of Higher Education,2012,1279
"Frasch, Karie",Karie, Frasch,female,Annals of the American Academy of Political and Social Science,2011,1328
"Bryan, Karin",Karin, Bryan,female,Palgrave Communications,2018,1591
"Morton, Karisma",Karisma, Morton,female,Frontiers in Psychology,2017,746
"Lewis, Karyn",Karyn,Lewis,female,Psychology of Women Quarterly,2017,1484
"Lewis, Karyn",Karyn, Lewis,female,Personality and Social Psychology Bulletin,2013,1442
"Szelényi, Katalin",Katalin,Szelényi,female,Research in Higher Education,2011,1736
"Szelenyi, Katalin",Katalin,Szelenyi,female,Review of Higher Education,2016,1862
"Szelényi, Katalin",Katalin,Szelényi,female,Research in Higher Education,2013,1744
"Harrington, Kate",Kate,Harrington,female,Clinical Imaging,2018,513
"Quinn, Kate",Kate, Quinn,female,Journal of Diversity in Higher Education,2011,131
"Bresonis, Kate",Kate, Bresonis,female,Review of Higher Education,2016,1863
"White, Kate",Kate,White,female,Australian Quarterly,2015,370
"Luong, Kate",Kate,Luong,female,Human Communication Research,2017,1921
"Quinn, Kate",Kate, Quinn,female,Journal of Women and Minorities in Science and Engineering,2007,420
"Highfield, Kate",Kate, Highfield,female,Contemporary Educational Psychology,2018,546
"Queeney, Kate",Kate, Queeney,female,Cell Biology Education,2017,206
"Cooper, Katelyn",Katelyn,Cooper,female,PLoS ONE,2018,1160
"Harvati, Katerina",Katerina, Harvati,female,American Journal of Physical Anthropology,2018,864
"Xu, Kath",Kath,Xu,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,269
"O'Brien, Katharine",Katharine,O'Brien,female,Gender in Management,2008,694
"Zippel, Katherin",Katherin,Zippel,female,"Gender, Work and Organization",2018,1882
"Michelmore, Katherine",Katherine, Michelmore,female,Social Sciences,2017,976
"Michelmore, Katherine",Katherine, Michelmore,female,Social Forces,2013,1095
"Rainey, Katherine",Katherine,Rainey,female,International Journal of STEM Education,2018,1641
"Dabney, Katherine",Katherine,Dabney,female,Journal of Women and Minorities in Science and Engineering,2017,411
"Conway, Katherine",Katherine, Conway,female,Community College Review,2015,1333
"Dabney, Katherine",Katherine,Dabney,female,Journal of chemical education,2014,39
