author,fname,lastn,gender,pubtitle,date,id,pubtype
"Wiebke, Heidi",Heidi,Wiebke,female,Science Education,2014,1359,journal
"Julien, Heidi",Heidi,Julien,female,Library & Information Science Research,2009,640,journal
"Blackburn, Heidi",Heidi,Blackburn,female,Science & Technology Libraries,2017,127,journal
"Gauder, Heidi",Heidi,Gauder,female,Reference Services Review,2012,442,journal
"Stoeger, Heidrun",Heidrun,Stoeger,NA,Computers & Education,2013,1238,journal
"Stoeger, Heidrun",Heidrun,Stoeger,NA,Annals of the New York Academy of Sciences,2016,1237,journal
"Daldrup-Link, Heike",Heike,Daldrup-Link,NA,Molecular Imaging and Biology,2017,297,journal
"Tunnicliffe, Helen",Helen,Tunnicliffe,female,TCE: The Chemical Engineer,2015,1287,journal
"Morgan, Helen",Helen,Morgan,female,Learning Communities: Research & Practice,2016,892,journal
"Rabasco, Helena",Helena,Rabasco,female,Sex Roles,2018,1038,journal
"Watt, Hellen",Hellen,Watt,female,Sex Roles,2017,1336,journal
"Aguinis, Herman",Herman,Aguinis,male,Journal of Applied Psychology,2018,1447,journal
"Friedman, Hershey",Hershey,Friedman,NA,Journal of Research in Gender Studies,2018,1588,journal
"Geber, Hilary",Hilary,Geber,female,International Journal of Evidence Based Coaching & Mentoring,2011,447,journal
"Zimmerman, Hilary",Hilary,Zimmerman,female,Journal of Higher Education,2017,1435,journal
"Zimmerman, Hilary",Hilary,Zimmerman,female,Computer Science Education,2017,1434,journal
"Koishi, Hirofumi",Hirofumi,Koishi,NA,Sex Roles,2008,1941,journal
"Dolliver, Holly",Holly,Dolliver,female,Soil Science Society of America Journal,2018,341,journal
"Zarghamee, Homa",Homa,Zarghamee,NA,Experimental Economics,2016,1428,journal
"Chan, Hsun-yu",Hsun-yu,Chan,NA,Frontiers in Psychology,2017,1508,journal
"Xu, Huan",Huan,Xu,NA,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,1398,journal
"Sheu, Hung-Bin",Hung-Bin,Sheu,NA,Journal of Counseling Psychology,2018,1845,journal
"Le, Huy",Huy,Le,male,Journal of vocational behavior,2016,1688,journal
"Kim, Hwaheun",Hwaheun,Kim,NA,Sex Roles,2017,684,journal
"Jang, Hyewon",Hyewon,Jang,NA,Journal of Science Education and Technology,2016,611,journal
"Handley, Ian",Ian,Handley,male,Bioscience,2015,1625,journal
"Randall, Ian",Ian,Randall,male,Physics World,2016,1804,journal
"Handley, Ian",Ian,Handley,male,Journal of Diversity in Higher Education,2017,1626,journal
"Ngambeki, Ida",Ida,Ngambeki,female,Motivation and Emotion,2012,928,journal
"Vazquez, Idalis",Idalis,Vazquez,female,American Society for Engineering Education,2007,1300,journal
"Pollack, Ilana",Ilana,Pollack,female,PLoS ONE,2017,1020,journal
"Johnson, India",India,Johnson,female,Psychology of Women Quarterly,2018,624,journal
"Johnson, India",India,Johnson,female,Journal of experimental social psychology,2018,623,journal
"Weigold, Ingrid",Ingrid,Weigold,female,Journal of vocational behavior,2017,1344,journal
"Berdousis, Ioannis",Ioannis,Berdousis,male,Procedia - Social and Behavioral Sciences,2015,1470,journal
"Delgado-Fernandez, Irene",Irene,Delgado-Fernandez,female,Palgrave Communications,2018,316,journal
"Nikiforova, Irina",Irina,Nikiforova,female,Gender & Society,2011,929,journal
"Warner, Isiah",Isiah,Warner,male,Journal of chemical education,2014,1911,journal
"Settles, Isis",Isis,Settles,female,Psychology of Women Quarterly,2016,1164,journal
"Diaz, Ismael",Ismael,Diaz,male,Journal of Women and Minorities in Science and Engineering,2017,1549,journal
"Haynes, J. Chris",J. Chris,Haynes,NA,Journal of Agricultural Education,2015,1632,journal
"Jackson, J. Kasi",J. Kasi,Jackson,NA,Innovative Higher Education,2016,603,journal
"Jackson, J. Kasi",J. Kasi,Jackson,NA,Journal of Baltic Science Education,2010,604,journal
"Hibel, Jacob",Jacob,Hibel,male,Research in Social Stratification and Mobility,2015,1641,journal
"Westfall, Jacob",Jacob,Westfall,male,Sex Roles,2016,1918,journal
"Chen, Jacqueline",Jacqueline,Chen,female,Group Processes & Intergroup Relations,2015,223,journal
"Tanaka, Jacqueline",Jacqueline,Tanaka,female,Contemporary Educational Psychology,2013,1263,journal
"Hyman, Jacqueline",Jacqueline,Hyman,female,Journal of Vocational Behavior,2018,579,journal
"Ball, Jacqueline",Jacqueline,Ball,female,Journal of Career Assessment,2012,63,journal
"Eccles, Jacquelynne",Jacquelynne,Eccles,NA,International Journal of Behavioral Development,2016,359,journal
"Eccles, Jacquelynne",Jacquelynne,Eccles,NA,Journal of Vocational Behavior,2018,360,journal
"Eccles, Jacquelynne",Jacquelynne,Eccles,NA,Psychological Science,2013,361,journal
"Lewis, Jaime",Jaime,Lewis,male,Journal of Medical Internet Research,2018,1703,journal
"Lester, Jaime",Jaime,Lester,male,Community College Journal of Research & Practice,2016,1697,journal
"Pyne, Jake",Jake,Pyne,male,BMC Public Health,2015,1799,journal
"Lewis, Jakeem",Jakeem,Lewis,male,Journal of vocational behavior,2017,1704,journal
"Gordon, James",James,Gordon,male,Advances in Physiology Education,2014,1606,journal
"Rounds, James",James,Rounds,male,Frontiers in Psychology,2015,1822,journal
"Codling, James",James,Codling,male,JCOM: Journal of Science Communication,2009,1522,journal
"Koch, James",James,Koch,male,Journal of Economics and Finance,2018,1675,journal
"West, James",James,West,male,Quarterly Journal of Economics,2010,1916,journal
"Kim, James",James,Kim,male,Journal of Career Development,2013,1667,journal
"Cano, Jamie",Jamie,Cano,female,Journal of Agricultural Education,2011,193,journal
"Shaffer, Jamie",Jamie,Shaffer,female,Journal of Women and Minorities in Science and Engineering,2015,1167,journal
"Speer, Jamin",Jamin,Speer,male,Economics Letters,2018,1858,journal
"Stets, Jan",Jan,Stets,male,Social science research,2017,1862,journal
"Friedman, Jane",Jane,Friedman,female,PRIMUS,2018,422,journal
"Liu, Jane",Jane,Liu,female,Journal of vocational behavior,2013,746,journal
"Stout, Jane",Jane,Stout,female,Journal of personality and social psychology,2011,1242,journal
"Stout, Jane",Jane,Stout,female,Sex Roles,2016,1244,journal
"Andrews, Jane",Jane,Andrews,female,International Journal of Engineering Education,2016,35,journal
"Stout, Jane",Jane,Stout,female,Psychology of Women Quarterly,2017,1243,journal
"Gagnon, Janelle",Janelle,Gagnon,female,Community College Journal of Research & Practice,2012,429,journal
"Gagnon, Janelle",Janelle,Gagnon,female,Journal of Women and Minorities in Science and Engineering,2011,431,journal
"Gagnon, Janelle",Janelle,Gagnon,female,Journal of Women and Minorities in Science and Engineering,2011,430,journal
"Malley, Janet",Janet,Malley,female,Journal of Women and Minorities in Science and Engineering,2016,794,journal
"Hyde, Janet",Janet,Hyde,female,Sex Roles,2017,578,journal
"Smith, Janet",Janet,Smith,female,Journal of Research in Science Teaching,2018,1196,journal
"Johnson, Japera",Japera,Johnson,NA,Higher Education,2015,625,journal
"Cala, Jaqueline",Jaqueline,Cala,female,PLoS ONE,2018,188,journal
"Hyman, Jaquieline",Jaquieline,Hyman,NA,Journal of Vocational Behavior,2018,580,journal
"Nettiksimmons, Jasmine",Jasmine,Nettiksimmons,female,Journal of Women's Health,2011,926,journal
"Jovanovic, Jasna",Jasna,Jovanovic,NA,Journal of Women and Minorities in Science and Engineering,2015,637,journal
"Jovanovic, Jasna",Jasna,Jovanovic,NA,Journal of Diversity in Higher Education,2017,636,journal
"Garvey, Jason",Jason,Garvey,male,Journal of Higher Education,2012,1591,journal
"Nissen, Jayson",Jayson,Nissen,male,Physical Review Physics Education Research,2016,1767,journal
"Mervis, Jeffrey",Jeffrey,Mervis,male,Science,2011,1744,journal
"Valla, Jeffrey",Jeffrey,Valla,male,Perspectives on Psychological Science,2014,1896,journal
"Valla, Jeffrey",Jeffrey,Valla,male,Journal of Women and Minorities in Science and Engineering,2012,1895,journal
"Ashby, Jeffrey",Jeffrey,Ashby,male,Journal of Counseling Psychology,2015,1456,journal
"Kromrey, Jeffrey",Jeffrey,Kromrey,male,Journal of Science Education and Technology,2016,1681,journal
"Freeman, Jen",Jen,Freeman,male,Science Education,2018,1586,journal
"DeWitt, Jen",Jen,DeWitt,male,Sex Roles,2017,1548,journal
"Shapiro, Jenessa",Jenessa,Shapiro,female,Sex Roles,2012,1169,journal
"Hart, Jeni",Jeni,Hart,NA,Journal of Higher Education,2016,527,journal
"Bratter, Jenifer",Jenifer,Bratter,female,"Gender, Work and Organization",2017,153,journal
"Cambria, Jenna",Jenna,Cambria,female,Journal of educational psychology,2017,191,journal
"Carpenter, Jenna",Jenna,Carpenter,female,Career Development Quarterly,2014,197,journal
"Cramer, Jennifer",Jennifer,Cramer,female,American Journal of Physical Anthropology,2018,274,journal
"Normanly, Jennifer",Jennifer,Normanly,female,Social Sciences,2017,935,journal
"Schneider, Jennifer",Jennifer,Schneider,female,New Directions for Institutional Research,2011,1150,journal
"Saucerman, Jennifer",Jennifer,Saucerman,female,Adultspan Journal,2014,1132,journal
"Bosson, Jennifer",Jennifer,Bosson,female,Psychology of Women Quarterly,2018,144,journal
"Grossman, Jennifer",Jennifer,Grossman,female,Urban Education,2014,491,journal
"Bekki, Jennifer",Jennifer,Bekki,female,New Directions for Higher Education,2015,94,journal
"Cromley, Jennifer",Jennifer,Cromley,female,Contemporary Educational Psychology,2013,280,journal
"Batra, Jennifer",Jennifer,Batra,female,Journal of Women and Minorities in Science and Engineering,2018,80,journal
"Glass, Jennifer",Jennifer,Glass,female,Social science research,2017,464,journal
"Glass, Jennifer",Jennifer,Glass,female,Social Forces,2013,463,journal
"Bekki, Jennifer",Jennifer,Bekki,female,Journal of Career Assessment,2015,93,journal
"Peach, Jennifer",Jennifer,Peach,female,Journal of educational psychology,2015,990,journal
"Maltby, Jennifer",Jennifer,Maltby,female,Learning Communities: Research & Practice,2016,795,journal
"Yu, Jennifer",Jennifer,Yu,female,Journal of Autism and Developmental Disorders,2013,1424,journal
"Cribbs, Jennifer",Jennifer,Cribbs,female,International Journal of Science Education,2018,278,journal
"Petersen, Jennifer",Jennifer,Petersen,female,Sex Roles,2017,1005,journal
"Batra, Jennifer",Jennifer,Batra,female,Management Communication Quarterly,2015,81,journal
"LaCosse, Jennifer",Jennifer,LaCosse,female,Psychology of Women Quarterly,2016,713,journal
"Daniel, Jennifer",Jennifer,Daniel,female,Journal of Science Education and Technology,2016,301,journal
"Drew, Jennifer",Jennifer,Drew,female,CBE Life Sciences Education,2016,348,journal
"DeWitt, Jennifer.",Jennifer.,DeWitt,NA,American Educational Research Journal,2017,322,journal
"Buontempo, Jenny",Jenny,Buontempo,female,Journal of Women and Minorities in Science and Engineering,2017,173,journal
"Jones, Jenny",Jenny,Jones,female,Civil Engineering,2010,629,journal
"Jackson, Jerlando",Jerlando,Jackson,NA,Journal of Diversity in Higher Education,2014,605,journal
"Jacobs, Jerry",Jerry,Jacobs,male,Research in Higher Education,2016,1656,journal
"Jacobs, Jerry",Jerry,Jacobs,male,Journal of Higher Education,2017,1655,journal
"Smith, Jessi",Jessi,Smith,female,Career Development Quarterly,2014,1199,journal
"Smith, Jessi",Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1202,journal
"Smith, Jessi",Jessi,Smith,female,Bioscience,2015,1198,journal
"Smith, Jessi",Jessi,Smith,female,Journal of Diversity in Higher Education,2017,1201,journal
"Smith, Jessi",Jessi,Smith,female,Bioscience,2017,1197,journal
"Smith, Jessi",Jessi,Smith,female,Psychology of Women Quarterly,2013,1204,journal
"Smith, Jessi",Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,1200,journal
"Degol, Jessica",Jessica,Degol,female,Developmental Review,2013,312,journal
"Gilmartin, Jessica",Jessica,Gilmartin,female,IEEE Technology & Society Magazine,2016,456,journal
"Arizaga, Jessica",Jessica,Arizaga,female,Psychology of Women Quarterly,2013,43,journal
"Ellis, Jessica",Jessica,Ellis,female,PLoS ONE,2016,370,journal
"Crowe, Jessica",Jessica,Crowe,female,Rural Sociology,2009,287,journal
"Bennett, Jessica",Jessica,Bennett,female,PLoS ONE,2014,101,journal
"Heybach, Jessica",Jessica,Heybach,female,Educational Studies,2017,543,journal
"Whitehead, Jessica",Jessica,Whitehead,female,Social Psychological and Personality Science,2011,1356,journal
"Degol, Jessica",Jessica,Degol,female,Frontiers in Psychology,2015,314,journal
"Bodford, Jessica",Jessica,Bodford,female,Basic & Applied Social Psychology,2016,137,journal
"Cundiff, Jessica",Jessica,Cundiff,female,Group Processes and Intergroup Relations,2018,289,journal
"Degol, Jessica",Jessica,Degol,female,Educational Psychology Review,2017,313,journal
"Fautch, Jessica",Jessica,Fautch,female,Journal of chemical education,2015,394,journal
"Goldberger, Jessica",Jessica,Goldberger,female,Rural Sociology,2009,470,journal
"Prenni, Jessica",Jessica,Prenni,female,Journal of the American Society for Mass Spectrometry,2017,1027,journal
"Minney, Jessy",Jessy,Minney,male,Sex Roles,2015,1752,journal
"Bennett, Jill",Jill,Bennett,female,Psychology of Women Quarterly,2016,102,journal
"Bystydzienski, Jill",Jill,Bystydzienski,female,Innovative Higher Education,2015,186,journal
"Loveluck, Jimena",Jimena,Loveluck,female,Journal of Medical Internet Research,2013,764,journal
"Shin, Jiyun",Jiyun,Shin,NA,Journal of Applied Social Psychology,2016,1179,journal
"Handelsman, Jo",Jo,Handelsman,female,Journal of Experimental Psychology: Applied,2018,519,journal
"Barth, Joan",Joan,Barth,male,Sex Roles,2016,1464,journal
"Richtsmeier, Joan",Joan,Richtsmeier,male,American Journal of Physical Anthropology,2018,1815,journal
"Barth, Joan",Joan,Barth,male,Journal of vocational behavior,2015,1462,journal
"Barth, Joan",Joan,Barth,male,Sex Roles,2017,1465,journal
"Williams, Joan",Joan,Williams,male,Journal of Research in Gender Studies,2016,1923,journal
"Esson, Joan",Joan,Esson,male,International Journal of Science Education,2018,1571,journal
"Herbers, Joan",Joan,Herbers,male,Peer Review,2014,1635,journal
"Barth, Joan",Joan,Barth,male,Sex Roles,2015,1463,journal
"Jezierska, Joanna",Joanna,Jezierska,female,Techniques,2016,616,journal
"Gilmore, Joanna",Joanna,Gilmore,female,Council on Undergraduate Research Quarterly,2011,457,journal
"Moreira, Joao A.",Joao A.,Moreira,NA,PLoS Biology,2016,1756,journal
"Linley, Jodi",Jodi,Linley,female,New Directions for Student Services,2013,741,journal
"Ifcher, John",John,Ifcher,male,Experimental Economics,2016,1653,journal
"Forrest, John",John,Forrest,male,Academic Medicine,2018,1582,journal
"McGready, John",John,McGready,male,PLoS ONE,2014,1736,journal
"Beekman, John",John,Beekman,male,School Science and Mathematics,2015,1469,journal
"Jorstad, John",John,Jorstad,male,Community College Journal of Research & Practice,2017,1663,journal
"Dovidio, John",John,Dovidio,male,Journal of Experimental Psychology: Applied,2018,1551,journal
"Siy, John",John,Siy,male,Social Psychological and Personality Science,2011,1848,journal
"Siy, John",John,Siy,male,Psychological Inquiry,2011,1847,journal
"Settlage, John",John,Settlage,male,International Journal of Science and Mathematics Education,2016,1838,journal
"Dugan, John",John,Dugan,male,Journal of Leadership Studies,2013,1559,journal
"Wai, Jonathan",Jonathan,Wai,male,Frontiers in psychology,2015,1903,journal
"Berhanu, Jonathan",Jonathan,Berhanu,male,Journal of Diversity in Higher Education,2014,1473,journal
"Shemwell, Jonathan",Jonathan,Shemwell,male,Physical Review Physics Education Research,2016,1844,journal
"Gratch, Jonathan",Jonathan,Gratch,male,Computers & Education,2016,1610,journal
"Hahm, Jong-on",Jong-on,Hahm,NA,Review of Policy Research,2009,507,journal
"Vossen, Jordan",Jordan,Vossen,male,Sex Roles,2018,1902,journal
"Hopkins, Jordan",Jordan,Hopkins,male,Journal of Higher Education,2018,1644,journal
"Troisi, Jordan",Jordan,Troisi,male,Personality and Social Psychology Bulletin,2011,1892,journal
"Troisi, Jordan",Jordan,Troisi,male,Journal of Applied Social Psychology,2016,1891,journal
"Duch, Jordi",Jordi,Duch,male,PLoS Biology,2016,1558,journal
"Joseph, Joretta",Joretta,Joseph,NA,Sociological Research Online,2014,634,journal
"Joseph, Joretta",Joretta,Joseph,NA,International Journal of Doctoral Studies,2012,633,journal
"Blackorby, Jose",Jose,Blackorby,male,Journal of Autism and Developmental Disorders,2013,1476,journal
"Bauermeister, Jose",Jose,Bauermeister,male,Journal of Medical Internet Research,2013,1468,journal
"Pena, Jose Vicente",Jose Vicente,Pena,NA,Journal of vocational behavior,2013,1785,journal
"Cimpian, Joseph",Joseph,Cimpian,male,American Educational Research Journal,2018,1521,journal
"Harsh, Joseph",Joseph,Harsh,male,Journal of chemical education,2012,1628,journal
"Weaver, Joseph",Joseph,Weaver,male,PLoS ONE,2018,1912,journal
"King, Joseph",Joseph,King,male,Academic Medicine,2018,1668,journal
"Kruger, Joseph",Joseph,Kruger,male,Journal of Science Education and Technology,2016,1682,journal
"Berger, Joseph",Joseph,Berger,male,Journal of Technology Education,2008,1472,journal
"Price, Joshua",Joshua,Price,male,Economics of Education Review,2010,1797,journal
"Coon, Joshua",Joshua,Coon,male,Journal of the American Society for Mass Spectrometry,2017,1528,journal
"Rosenbloom, Joshua",Joshua,Rosenbloom,male,Journal of Economic Psychology,2008,1820,journal
"Steffan, Joshua",Joshua,Steffan,male,Soil Science Society of America Journal,2018,1861,journal
"Polanin, Joshua",Joshua,Polanin,male,Journal of Leadership Studies,2013,1793,journal
"Gayles, Joy",Joy,Gayles,female,Journal of Higher Education,2014,444,journal
"Honea, Joy",Joy,Honea,female,Journal of Diversity in Higher Education,2017,559,journal
"Gayles, Joy",Joy,Gayles,female,New Directions for Institutional Research,2011,445,journal
"Gayles, Joy",Joy,Gayles,female,Social Sciences,2018,446,journal
"Misra, Joya",Joya,Misra,female,Social Sciences,2017,880,journal
"Yen, Joyce",Joyce,Yen,female,Journal of Women and Minorities in Science and Engineering,2007,1411,journal
"Ehrlinger, Joyce",Joyce,Ehrlinger,female,Sex Roles,2018,367,journal
"Yen, Joyce",Joyce,Yen,female,Journal of Technology Transfer,2017,1410,journal
"Moakler, Jr",Jr,Moakler,male,Career Development Quarterly,2014,1753,journal
"Gibbs, Jr",Jr,Gibbs,male,PLoS ONE,2014,1601,journal
"Gore, Jr",Jr,Gore,male,Journal of Career Assessment,2013,1607,journal
"Grosser, Jude",Jude,Grosser,male,Scientia Horticulturae,2018,1617,journal
"Danovitch, Judith",Judith,Danovitch,female,International Review of Social Psychology,2014,302,journal
"Harackiewicz, Judith",Judith,Harackiewicz,female,Sex Roles,2017,521,journal
"Mann, Judith",Judith,Mann,female,Journal of Science Education and Technology,2016,798,journal
"Sheard, Judy",Judy,Sheard,female,Computer Science Education,2010,1173,journal
"Savoy, Julia",Julia,Savoy,female,CBE Life Sciences Education,2018,1133,journal
"Melkers, Julia",Julia,Melkers,female,Science Technology and Human Values,2018,848,journal
"Skolnik, Julia",Julia,Skolnik,female,Science & Education,2015,1193,journal
"Bear, Julia",Julia,Bear,female,Interdisciplinary Science Reviews,2011,85,journal
"Hodges, Julia",Julia,Hodges,female,Communications of the Association for Information Systems,2018,552,journal
"Moote, Julie",Julie,Moote,female,American Educational Research Journal,2017,889,journal
"Kittleson, Julie",Julie,Kittleson,female,Journal of Research in Science Teaching,2013,690,journal
"Joyal, Julie",Julie,Joyal,female,Advances in Physiology Education,2014,638,journal
"Moote, Julie",Julie,Moote,female,Sex Roles,2017,890,journal
"Walters, Julie",Julie,Walters,female,Review of Policy Research,2010,1321,journal
"Lorah, Julie",Julie,Lorah,female,Journal of Women and Minorities in Science and Engineering,2018,761,journal
"Angle, Julie",Julie,Angle,female,School Science and Mathematics,2016,36,journal
"Lorah, Julie",Julie,Lorah,female,Research in Higher Education,2014,762,journal
"van der Molen, Juliette",Juliette,van der Molen,female,International Journal of Technology and Design Education,2016,1295,journal
"Moss, Justin",Justin,Moss,male,NACTA Journal,2011,1759,journal
"Beddoes, Kacey",Kacey,Beddoes,female,Studies in Higher Education,2014,88,journal
"Conroy, Kacie",Kacie,Conroy,female,ACM Transactions on Computing Education,2017,258,journal
"Rackley, Kadie",Kadie,Rackley,female,Journal of Career Development,2017,1039,journal
"Simonson, Kailey",Kailey,Simonson,female,PLoS ONE,2018,1185,journal
"Mahrer, Kali",Kali,Mahrer,female,PLoS ONE,2018,786,journal
"Woodson, Kamilah",Kamilah,Woodson,female,Review of Research in Education,2018,1388,journal
"Woodson, Kamilah",Kamilah,Woodson,female,New Directions for Higher Education,2013,1387,journal
"Okamoto, Karen",Karen,Okamoto,female,Public Services Quarterly,2013,944,journal
"Winkfield, Karen",Karen,Winkfield,female,Advances in Radiation Oncology,2018,1379,journal
"Inkelas, Karen",Karen,Inkelas,female,Research in Higher Education,2011,589,journal
"Inkelas, Karen",Karen,Inkelas,female,Research in Higher Education,2013,588,journal
"Vaughan, Karen",Karen,Vaughan,female,Soil Science Society of America Journal,2018,1299,journal
"Inkelas, Karen",Karen,Inkelas,female,New Directions for Institutional Research,2011,587,journal
"Gonsalkorale, Karen",Karen,Gonsalkorale,female,Contemporary Educational Psychology,2018,475,journal
"Jackson, Karen",Karen,Jackson,female,Journal of Women and Minorities in Science and Engineering,2017,606,journal
"Mancl, Karen",Karen,Mancl,female,Ohio Journal of Science,2017,796,journal
"Multon, Karen",Karen,Multon,female,Journal of Psychoeducational Assessment,2012,911,journal
"Inkelas, Karen Kurotsuchi",Karen Kurotsuchi,Inkelas,NA,Journal of Higher Education,2012,590,journal
"Frasch, Karie",Karie,Frasch,female,Annals of the American Academy of Political and Social Science,2011,418,journal
"Bryan, Karin",Karin,Bryan,female,Palgrave Communications,2018,167,journal
"Morton, Karisma",Karisma,Morton,female,Frontiers in Psychology,2017,898,journal
"Lewis, Karyn",Karyn,Lewis,female,Personality and Social Psychology Bulletin,2013,734,journal
"Lewis, Karyn",Karyn,Lewis,female,Psychology of Women Quarterly,2017,735,journal
"Szelenyi, Katalin",Katalin,Szelenyi,female,Research in Higher Education,2013,1260,journal
"Szelenyi, Katalin",Katalin,Szelenyi,female,Review of Higher Education,2016,1261,journal
"Szelenyi, Katalin",Katalin,Szelenyi,female,Research in Higher Education,2011,1259,journal
"Quinn, Kate",Kate,Quinn,female,Journal of Women and Minorities in Science and Engineering,2007,1037,journal
"Harrington, Kate",Kate,Harrington,female,Clinical Imaging,2018,525,journal
"Luong, Kate",Kate,Luong,female,Human Communication Research,2017,773,journal
"Quinn, Kate",Kate,Quinn,female,Journal of Diversity in Higher Education,2011,1036,journal
"Queeney, Kate",Kate,Queeney,female,Cell Biology Education,2017,1034,journal
"White, Kate",Kate,White,female,Australian Quarterly,2015,1355,journal
"Bresonis, Kate",Kate,Bresonis,female,Review of Higher Education,2016,156,journal
"Highfield, Kate",Kate,Highfield,female,Contemporary Educational Psychology,2018,546,journal
"Cooper, Katelyn",Katelyn,Cooper,female,PLoS ONE,2018,262,journal
"Harvati, Katerina",Katerina,Harvati,female,American Journal of Physical Anthropology,2018,529,journal
"O'Brien, Katharine",Katharine,O'Brien,female,Gender in Management,2008,940,journal
"Zippel, Katherin",Katherin,Zippel,female,"Gender, Work and Organization",2018,1436,journal
"Michelmore, Katherine",Katherine,Michelmore,female,Social Sciences,2017,860,journal
"Phillips, Katherine",Katherine,Phillips,female,Journal of Research in Gender Studies,2016,1006,journal
"Conway, Katherine",Katherine,Conway,female,Computers & Education,2015,261,journal
"Dabney, Katherine",Katherine,Dabney,female,Journal of Women and Minorities in Science and Engineering,2017,293,journal
"Michelmore, Katherine",Katherine,Michelmore,female,Social science research,2017,859,journal
"Wilson, Katherine",Katherine,Wilson,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,1374,journal
"Dabney, Katherine",Katherine,Dabney,female,Journal of chemical education,2014,292,journal
"Michelmore, Katherine",Katherine,Michelmore,female,Social Forces,2013,858,journal
"Rainey, Katherine",Katherine,Rainey,female,International Journal of STEM Education,2018,1040,journal
"Conway, Katherine",Katherine,Conway,female,Community College Review,2015,260,journal
"Miner, Kathi",Kathi,Miner,NA,Journal of Women and Minorities in Science and Engineering,2017,873,journal
"Miner, Kathi",Kathi,Miner,NA,Psychology of Women Quarterly,2013,874,journal
"Buse, Kathleen",Kathleen,Buse,female,Frontiers in Psychology,2017,181,journal
"Smith, Kathleen",Kathleen,Smith,female,Social Sciences,2018,1205,journal
"Lehman, Kathleen",Kathleen,Lehman,female,Journal of Higher Education,2017,726,journal
"Lehman, Kathleen",Kathleen,Lehman,female,Physical Review Physics Education Research,2016,727,journal
"Buse, Kathleen",Kathleen,Buse,female,Career Development International,2013,180,journal
"Fane, Kathleen",Kathleen,Fane,female,Journal of Medical Internet Research,2018,390,journal
"Lehman, Kathleen",Kathleen,Lehman,female,Computer Science Education,2017,725,journal
"Buse, Kathleen",Kathleen,Buse,female,Frontiers in Psychology,2014,182,journal
"Plank, Kathryn",Kathryn,Plank,female,International Journal of Science Education,2018,1014,journal
"Stofer, Kathryn",Kathryn,Stofer,female,Journal of Agricultural Education,2015,1239,journal
"Holland, Kathryn",Kathryn,Holland,female,Psychology of Women Quarterly,2015,555,journal
"Aloisio, Kathryn",Kathryn,Aloisio,female,Cell Biology Education,2017,21,journal
"Lavelle, Kathryn",Kathryn,Lavelle,female,Journal of Leadership Studies,2013,717,journal
"Boucher, Kathryn",Kathryn,Boucher,female,Frontiers in Psychology,2017,146,journal
"Lawson, Katie",Katie,Lawson,female,Sex Roles,2018,718,journal
"Cech, Katie",Katie,Cech,female,Group Processes and Intergroup Relations,2018,212,journal
"Hinsen, Katie",Katie,Hinsen,female,SMPTE Motion Imaging Journal,2018,548,journal
"O'Leary, Katie",Katie,O'Leary,female,Journal of Technology Transfer,2017,945,journal
"Lee, Katrina",Katrina,Lee,female,Ohio Journal of Science,2017,722,journal
"Claw, Katrina",Katrina,Claw,female,Genome biology,2016,248,journal
"Piatek-Jimenez, Katrina",Katrina,Piatek-Jimenez,female,International Journal of Science Education,2018,1007,journal
"Taylor, Kay Ann",Kay Ann,Taylor,NA,Journal of Veterinary Medical Education,2009,1266,journal
"Hui, Kayi",Kayi,Hui,NA,Journal of vocational behavior,2015,574,journal
"Pituch, Keenan",Keenan,Pituch,male,Science Education,2018,1792,journal
"Watkins, Keiana",Keiana,Watkins,female,CBE Life Sciences Education,2017,1333,journal
"Herzog, Keith",Keith,Herzog,male,Journal of Women and Minorities in Science and Engineering,2016,1639,journal
"Enns, Kellie",Kellie,Enns,female,Journal of Agricultural Education,2015,373,journal
"Duran, Kelly",Kelly,Duran,female,Social Cognitive and Affective Neuroscience,2018,352,journal
"Baker, Kelly",Kelly,Baker,female,Women in Higher Education,2016,61,journal
"Wickersham, Kelly",Kelly,Wickersham,female,Community College Journal of Research & Practice,2016,1358,journal
"Mack, Kelly",Kelly,Mack,female,New Directions for Higher Education,2013,783,journal
"Mulvey, Kelly",Kelly,Mulvey,female,Journal of experimental child psychology,2017,912,journal
"Zamudio, Kelly",Kelly,Zamudio,female,BioScience,2018,1426,journal
"Mulvey, Kelly Lynn",Kelly Lynn,Mulvey,NA,Early Childhood Research Quarterly,2018,913,journal
"Chappetta, Kelsey",Kelsey,Chappetta,female,Sex Roles,2016,219,journal
"DeLaine, Kendra",Kendra,DeLaine,female,Review of Research in Education,2018,315,journal
"Rice, Kenneth",Kenneth,Rice,male,Journal of Counseling Psychology,2015,1813,journal
"Rice, Kenneth",Kenneth,Rice,male,Journal of vocational behavior,2013,1814,journal
"Wilkins-Yel, Kerrie",Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,1363,journal
"Wilkins, Kerrie",Kerrie,Wilkins,NA,Journal of Career Assessment,2015,1361,journal
"Wilkins-Yel, Kerrie",Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,1362,journal
"Oschatz, Kerstin",Kerstin,Oschatz,female,Journal of educational psychology,2017,955,journal
