author,fname,lastn,gender,pubtitle,date,id,pubtype
"Syed, Moin",Moin,Syed,NA,Journal of Social Issues,2011,1871,journal
"El-Hout, Mona",Mona,El-Hout,female,Psychology of Women Quarterly,2018,369,journal
"Krook, Mona",Mona,Krook,female,Politics Groups and Identities,2015,704,journal
"Mbila, Monday",Monday,Mbila,NA,Soil Science Society of America Journal,2018,1731,journal
"Gaughan, Monica",Monica,Gaughan,female,Science Technology and Human Values,2018,443,journal
"Lopez-Gonzalez, Monica",Monica,Lopez-Gonzalez,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,760,journal
"Skewes, Monica",Monica,Skewes,female,Journal of Diversity in Higher Education,2017,1192,journal
"Boyd, Monica",Monica,Boyd,female,International Migration Review,2017,150,journal
"Ross, Monique",Monique,Ross,female,Journal of Women and Minorities in Science and Engineering,2017,1094,journal
"Okun, Morris",Morris,Okun,male,Basic & Applied Social Psychology,2016,1774,journal
"Dehghani, Morteza",Morteza,Dehghani,NA,Computers & Education,2016,1544,journal
"Chao, Moses",Moses,Chao,male,Cell Stem Cell,2015,1510,journal
"Ferree, Myra",Myra,Ferree,female,"Gender, Work and Organization",2018,398,journal
"Senechal, Nadia",Nadia,Senechal,female,Palgrave Communications,2018,1161,journal
"Fouad, Nadya",Nadya,Fouad,female,Journal of Career Assessment,2017,412,journal
"Fouad, Nadya",Nadya,Fouad,female,Journal of vocational behavior,2013,413,journal
"Fouad, Nadya",Nadya,Fouad,female,Journal of vocational behavior,2016,414,journal
"Osei-Kofi, Nana",Nana,Osei-Kofi,male,Cultural Studies of Science Education,2015,1777,journal
"Angoff, Nancy",Nancy,Angoff,female,Academic Medicine,2018,37,journal
"Tarbell, Nancy",Nancy,Tarbell,female,Advances in Radiation Oncology,2018,1264,journal
"Oriol, Nancy",Nancy,Oriol,female,Advances in Physiology Education,2014,953,journal
"Betz, Nancy",Nancy,Betz,female,Journal of Career Assessment,2017,117,journal
"Heilbronner, Nancy",Nancy,Heilbronner,female,Gifted Child Quarterly,2013,536,journal
"Truong, Nancy",Nancy,Truong,female,Journal of Counseling Psychology,2018,1285,journal
"Heilbronner, Nancy",Nancy,Heilbronner,female,Journal for the Education of the Gifted,2011,537,journal
"Fry, Nancy",Nancy,Fry,female,Journal of Psychoeducational Assessment,2012,423,journal
"Chesler, Naomi",Naomi,Chesler,female,Annals of Biomedical Engineering,2010,235,journal
"Sweller, Naomi",Naomi,Sweller,female,Contemporary Educational Psychology,2018,1256,journal
"Fabert, Natalie",Natalie,Fabert,female,Social Sciences,2018,385,journal
"Lents, Nathan",Nathan,Lents,male,Journal of Research in Science Teaching,2017,1694,journal
"Pasha-Zaidi, Nausheen",Nausheen,Pasha-Zaidi,NA,International Journal of Science and Mathematics Education,2016,984,journal
"Caluori, Nava",Nava,Caluori,female,Sex Roles,2018,189,journal
"Olitsky, Neal",Neal,Olitsky,male,Research in Higher Education,2014,1775,journal
"Zounlome, Nelson",Nelson,Zounlome,male,Journal of Vocational Behavior,2018,1939,journal
"Zounlome, Nelson O.O.",Nelson O.O.,Zounlome,NA,Journal of Vocational Behavior,2018,1940,journal
"Kwiecien, Nicholas",Nicholas,Kwiecien,male,Journal of the American Society for Mass Spectrometry,2017,1685,journal
"Horton, Nicholas",Nicholas,Horton,male,Cell Biology Education,2017,1645,journal
"Massimo, Nicholas",Nicholas,Massimo,male,PLoS ONE,2018,1730,journal
"Hubner, Nicholas",Nicholas,Hubner,male,Journal of educational psychology,2017,1648,journal
"Bauer, Nichole",Nichole,Bauer,female,Political Psychology,2015,83,journal
"Kraemer, Nicole",Nicole,Kraemer,female,Computers & Education,2016,701,journal
"Gill, Nicole",Nicole,Gill,female,International Journal of Science Education,2018,454,journal
"Else-Quest, Nicole",Nicole,Else-Quest,female,Psychology of Women Quarterly,2013,371,journal
"Buchanan, Nicole",Nicole,Buchanan,female,Psychology of Women Quarterly,2013,169,journal
"Thomas, Nicole",Nicole,Thomas,female,Innovative Higher Education,2015,1275,journal
"Lichtenberg, Nicole",Nicole,Lichtenberg,female,Social Sciences,2018,737,journal
"Denson, Nida",Nida,Denson,female,Research in Higher Education,2013,321,journal
"Falk, Nikki",Nikki,Falk,female,Journal of Career Assessment,2017,389,journal
"Dasgupta, Nilanjana",Nilanjana,Dasgupta,NA,Journal of personality and social psychology,2011,304,journal
"Dasgupta, Nilanjana",Nilanjana,Dasgupta,NA,Social Sciences,2017,306,journal
"Maung, Nina",Nina,Maung,female,CBE Life Sciences Education,2016,820,journal
"Yamawaki, Niwako",Niwako,Yamawaki,NA,Sex Roles,2008,1407,journal
"Finkelstein, Noah",Noah,Finkelstein,male,Psychology of Women Quarterly,2017,1576,journal
"Drezner, Noah",Noah,Drezner,male,Research in Higher Education,2009,1553,journal
"Veurink, Norma",Norma,Veurink,female,Learning and Individual Differences,2018,1303,journal
"Sorenson, Olav",Olav,Sorenson,NA,Research Policy,2018,1857,journal
"Graudejus, Oliver",Oliver,Graudejus,male,Basic & Applied Social Psychology,2016,1611,journal
"Kuchta, Olyvia",Olyvia,Kuchta,female,Sex Roles,2018,705,journal
"LaBelle, Onawa",Onawa,LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,712,journal
"LaBelle, Onawa",Onawa,LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,711,journal
"Chen, P. Daniel",P. Daniel,Chen,NA,Journal of Higher Education,2015,1515,journal
"Schultz, P. Wesley",P. Wesley,Schultz,NA,Journal of educational psychology,2013,1834,journal
"Smith, Paige",Paige,Smith,female,Journal of vocational behavior,2015,1209,journal
"Cosman, Pamela",Pamela,Cosman,female,Social Sciences,2017,267,journal
"Arlotta, Paola",Paola,Arlotta,female,Cell Stem Cell,2015,44,journal
"Arlotta, Paola",Paola,Arlotta,female,Cell Stem Cell,2015,45,journal
"Buzzanell, Patrice",Patrice,Buzzanell,female,Management Communication Quarterly,2015,184,journal
"Buzzanell, Patrice",Patrice,Buzzanell,female,Journal of Women and Minorities in Science and Engineering,2018,183,journal
"Simpson, Patricia",Patricia,Simpson,female,Journal of Higher Education,2015,1187,journal
"Gilbert, Patricia",Patricia,Gilbert,female,Social Psychology of Education,2015,453,journal
"DiBartolo, Patricia Marten",Patricia Marten,DiBartolo,NA,Cell Biology Education,2017,324,journal
"Rottinghaus, Patrick",Patrick,Rottinghaus,male,Journal of Career Assessment,2017,1821,journal
"Limbach, Patrick",Patrick,Limbach,male,Journal of chemical education,2014,1439,journal
"Jagoda, Patrick",Patrick,Jagoda,male,Journal of Science Education and Technology,2017,1657,journal
"Gaule, Patrick",Patrick,Gaule,male,Research Policy,2018,1592,journal
"Eastwick, Paul",Paul,Eastwick,male,Journal of Applied Social Psychology,2016,1562,journal
"White, Paul",Paul,White,male,Sex Roles,2008,1921,journal
"Nelson, Paul",Paul,Nelson,male,Emerging Adulthood,2018,1766,journal
"Shattuck, Paul",Paul,Shattuck,male,Journal of Autism and Developmental Disorders,2013,1841,journal
"Wendel, Paul",Paul,Wendel,male,International Journal of Science Education,2018,1915,journal
"Greeley, Paul",Paul,Greeley,male,Group Processes and Intergroup Relations,2018,1613,journal
"Hartung, Paul",Paul,Hartung,male,Journal of vocational behavior,2017,1631,journal
"Hernandez, Paul",Paul,Hernandez,male,Journal of educational psychology,2013,1637,journal
"Hernandez, Paul",Paul,Hernandez,male,PLoS ONE,2017,1638,journal
"McDaniel, Paul",Paul,McDaniel,male,Soil Science Society of America Journal,2018,1734,journal
"Doerschuk, Peggy",Peggy,Doerschuk,female,Journal of Science Education and Technology,2016,339,journal
"Pasque, Penny",Penny,Pasque,female,Review of Higher Education,2017,985,journal
"Myers, Perla",Perla,Myers,female,PRIMUS,2018,921,journal
"Burke, Peter",Peter,Burke,male,Social science research,2017,1491,journal
"Gnilka, Philip",Philip,Gnilka,male,Journal of Counseling and Development,2017,1602,journal
"Bourne, Philip",Philip,Bourne,male,Plos Biology,2015,1482,journal
"Sadler, Philip",Philip,Sadler,male,Journal of College Science Teaching,2013,1829,journal
"Brenner, Philip",Philip,Brenner,male,Social science research,2017,1486,journal
"Sadler, Philip",Philip,Sadler,male,Science Education,2012,1830,journal
"Ackerman, Phillip",Phillip,Ackerman,male,Teachers College Record,2013,1441,journal
"Sadler, Phillip",Phillip,Sadler,male,Journal of Women and Minorities in Science and Engineering,2017,1831,journal
"Ackerman, Phillip",Phillip,Ackerman,male,Journal of educational psychology,2013,1440,journal
"George, Phillis",Phillis,George,NA,Journal of Diversity in Higher Education,2014,452,journal
"Lyman, Phoebe",Phoebe,Lyman,female,Journal of Science Education and Technology,2017,775,journal
"Sankar, Pooja",Pooja,Sankar,female,IEEE Technology & Society Magazine,2016,1122,journal
"Min, Pyong Gap",Pyong Gap,Min,NA,Ethnic and Racial Studies,2015,1750,journal
"Hu, Qin",Qin,Hu,NA,Journal of Career Development,2013,571,journal
"Alexander, Quentin",Quentin,Alexander,male,Journal of Diversity in Higher Education,2016,1450,journal
"Lineberger, R. Daniel",R. Daniel,Lineberger,NA,Horttechnology,2014,1708,journal
"Robnett, Rachael",Rachael,Robnett,female,Emerging Adulthood,2018,1081,journal
"Robnett, Rachael",Rachael,Robnett,female,Journal of Applied Developmental Psychology,2017,1082,journal
"Robnett, Rachael",Rachael,Robnett,female,Psychology of Women Quarterly,2015,1083,journal
"Simmons, Rache",Rache,Simmons,NA,Cell Stem Cell,2015,1184,journal
"Wilson, Rachel",Rachel,Wilson,female,Journal of Research in Science Teaching,2013,1375,journal
"Stoiko, Rachel",Rachel,Stoiko,female,Innovative Higher Education,2016,1240,journal
"Amey, Rachel",Rachel,Amey,female,Social Cognitive and Affective Neuroscience,2018,23,journal
"O'Connor, Rachel",Rachel,O'Connor,female,Psychology of Women Quarterly,2016,937,journal
"Kachchaf, Rachel",Rachel,Kachchaf,female,Journal of Diversity in Higher Education,2015,643,journal
"Navarro, Rachel",Rachel,Navarro,female,Journal of vocational behavior,2015,923,journal
"Prislin, Radmila",Radmila,Prislin,NA,Sex Roles,2013,1030,journal
"Durodoye, Raifu",Raifu,Durodoye,NA,PLoS ONE,2017,1561,journal
"Barthelemy, Ramon",Ramon,Barthelemy,male,Physical Review Physics Education Research,2016,1466,journal
"Shedlosky-Shoemaker, Randi",Randi,Shedlosky-Shoemaker,female,Journal of chemical education,2015,1174,journal
"Chance, Randie",Randie,Chance,female,Journal of educational psychology,2013,215,journal
"Leon, Raul",Raul,Leon,male,Journal for Multicultural Education,2016,1695,journal
"Koul, Ravinder",Ravinder,Koul,NA,Physical Review Physics Education Research,2016,1680,journal
"McCarthy, Raymond",Raymond,McCarthy,male,Journal of Technology Education,2008,1733,journal
"Barnes, Rebecca",Rebecca,Barnes,female,PLoS ONE,2017,76,journal
"Hammond, Rebecca",Rebecca,Hammond,female,BMC Public Health,2015,514,journal
"Miller, Rebecca",Rebecca,Miller,female,Journal of Engineering Education,2017,870,journal
"Belou, Rebecca",Rebecca,Belou,female,Journal of Diversity in Higher Education,2017,100,journal
"Morton, Rebecca",Rebecca,Morton,female,Photogrammetric Engineering & Remote Sensing,2017,899,journal
"Belou, Rebecca",Rebecca,Belou,female,Bioscience,2017,99,journal
"Davis, Rebecca",Rebecca,Davis,female,Journal of Education for Library and Information Science,2014,308,journal
"Brunelli, Rebecca",Rebecca,Brunelli,female,BioScience,2018,166,journal
"Richards-kortum, Rebecca",Rebecca,Richards-kortum,female,Annals of Biomedical Engineering,2010,1059,journal
"Steingut, Rebecca",Rebecca,Steingut,female,Science Education,2018,1233,journal
"Pinkus, Rebecca",Rebecca,Pinkus,female,Personality and Social Psychology Bulletin,2011,1011,journal
"Bates, Rebecca",Rebecca,Bates,female,Journal of Women and Minorities in Science and Engineering,2015,78,journal
"Dahle, Reena",Reena,Dahle,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,296,journal
"Dahle, Reena",Reena,Dahle,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,295,journal
"Lee, Reginald",Reginald,Lee,male,Journal of Science Education and Technology,2016,1689,journal
"Dorph, Rena",Rena,Dorph,female,International Journal of Science Education,2018,343,journal
"Burton, Rena",Rena,Burton,female,Journal of Science Education and Technology,2017,178,journal
"Adams, Renee",Renee,Adams,female,American Economic Review,2016,7,journal
"Jagsi, Reshma",Reshma,Jagsi,NA,Advances in Radiation Oncology,2018,610,journal
"Owens, Rhea",Rhea,Owens,female,Journal of Psychoeducational Assessment,2012,957,journal
"Lanehart, Rheta",Rheta,Lanehart,NA,Journal of Science Education and Technology,2016,715,journal
"Christensen, Rhonda",Rhonda,Christensen,female,Computers in Human Behavior,2014,237,journal
"Christensen, Rhonda",Rhonda,Christensen,female,Journal of Science Education and Technology,2015,238,journal
"Wright, Richard",Richard,Wright,male,Economic Geography,2017,1928,journal
"Simon, Richard",Richard,Simon,male,Journal of Research in Science Teaching,2016,1846,journal
"McGee, Richard",Richard,McGee,male,AIDS and Behavior,2016,1735,journal
"Crisp, Richard",Richard,Crisp,male,Group Processes & Intergroup Relations,2016,1529,journal
"Serpe, Richard",Richard,Serpe,male,Social science research,2017,1837,journal
"Evans, Riley",Riley,Evans,female,PRIMUS,2018,384,journal
"Goyal, Riya",Riya,Goyal,female,Advances in Physiology Education,2014,481,journal
"Travers, Robb",Robb,Travers,NA,BMC Public Health,2015,1889,journal
"Tai, Robert",Robert,Tai,male,Science Education,2011,1876,journal
"Ridge, Robert",Robert,Ridge,male,Social Sciences,2018,1816,journal
"Tai, Robert",Robert,Tai,male,Science Education,2012,1877,journal
"Tai, Robert",Robert,Tai,male,Journal of chemical education,2014,1875,journal
"Ceglie, Robert",Robert,Ceglie,male,International Journal of Science and Mathematics Education,2016,1507,journal
"Lent, Robert",Robert,Lent,male,Journal of vocational behavior,2015,1693,journal
"Klitzman, Robert",Robert,Klitzman,male,Cell Stem Cell,2015,1671,journal
"Otondo, Robert",Robert,Otondo,male,Communications of the Association for Information Systems,2018,1778,journal
"Lim, Robert",Robert,Lim,male,Journal of vocational behavior,2015,1705,journal
"Lent, Robert",Robert,Lent,male,Journal of Counseling Psychology,2018,1692,journal
"Adelman, Robert",Robert,Adelman,male,Basic & Applied Social Psychology,2016,1445,journal
"Tai, Robert",Robert,Tai,male,College Student Journal,2010,1873,journal
"Sweet, Robert",Robert,Sweet,male,International Journal of Science Education,2014,1870,journal
"Tai, Robert",Robert,Tai,male,Journal of chemical education,2012,1874,journal
"Clark, Robin",Robin,Clark,female,International Journal of Engineering Education,2016,246,journal
"Bernstein, Robin",Robin,Bernstein,female,American Journal of Physical Anthropology,2018,114,journal
"Wilson, Robyn",Robyn,Wilson,female,Journal of Women and Minorities in Science and Engineering,2018,1376,journal
"Pearson, Rodney",Rodney,Pearson,male,Communications of the Association for Information Systems,2018,1782,journal
"Godbole, Rohini",Rohini,Godbole,NA,Current science,2017,466,journal
"Singh, Romila",Romila,Singh,NA,Journal of vocational behavior,2016,1189,journal
"Singh, Romila",Romila,Singh,NA,Journal of vocational behavior,2013,1190,journal
"Ash, Ronald",Ronald,Ash,male,Journal of Economic Psychology,2008,1455,journal
"Su, Rong",Rong,Su,NA,Frontiers in Psychology,2015,1249,journal
"Banda, Rosa",Rosa,Banda,female,International Journal of Qualitative Studies in Education,2018,70,journal
"Banda, Rosa",Rosa,Banda,female,Journal for Multicultural Education,2016,71,journal
"Guadagno, Rosanna",Rosanna,Guadagno,female,Sex Roles,2015,495,journal
"Wu, Roseann",Roseann,Wu,female,Journal of Medical Internet Research,2018,1392,journal
"Mickelson, Roslyn",Roslyn,Mickelson,female,International Journal of STEM Education,2018,862,journal
"Mickelson, Roslyn",Roslyn,Mickelson,female,Social Currents,2016,863,journal
"Mickelson, Roslyn",Roslyn,Mickelson,female,Economics of Education Review,2015,861,journal
"Guadagno, Rossanna",Rossanna,Guadagno,NA,Sex Roles,2017,496,journal
"Jones, Roxann",Roxann,Jones,female,PLoS ONE,2018,631,journal
"Faux, Russell",Russell,Faux,male,Advances in Physiology Education,2014,1575,journal
"Long, Russell",Russell,Long,male,Journal of Engineering Education,2012,1712,journal
"Daly, Russell",Russell,Daly,male,Journal of the American Veterinary Medical Association,2012,1531,journal
"Kanfer, Ruth",Ruth,Kanfer,female,Journal of educational psychology,2013,649,journal
"Kanfer, Ruth",Ruth,Kanfer,female,Teachers College Record,2013,650,journal
"Foor, Ryan",Ryan,Foor,male,Journal of Agricultural Education,2011,1580,journal
"Toomey, Ryan",Ryan,Toomey,male,Psychology of Women Quarterly,2018,1886,journal
"McCarther, S. Marie",S. Marie,McCarther,NA,Leadership & Management in Engineering,2010,823,journal
"Kulturel-Konak, Sadan",Sadan,Kulturel-Konak,NA,Contemporary Issues in Education Research,2011,708,journal
"Kim, Saenam",Saenam,Kim,NA,Social Psychological and Personality Science,2011,686,journal
"Nix, Samantha",Samantha,Nix,female,Frontiers in psychology,2015,933,journal
"Farro, Samantha",Samantha,Farro,female,Analyses of Social Issues and Public Policy,2013,392,journal
"Howe, Samantha",Samantha,Howe,female,Peer Review,2014,564,journal
"Nix, Samantha",Samantha,Nix,female,Journal of Higher Education,2018,934,journal
"Nix, Samantha",Samantha,Nix,female,Frontiers in Psychology,2017,932,journal
"Masur, Sandra",Sandra,Masur,female,Cell Stem Cell,2015,816,journal
"Laursen, Sandra",Sandra,Laursen,female,Change,2015,716,journal
"Clinton, Sandra",Sandra,Clinton,female,PLoS ONE,2017,250,journal
"Bhatia, Sangeeta",Sangeeta,Bhatia,NA,Annals of Biomedical Engineering,2010,121,journal
"Parikh, Sanjai",Sanjai,Parikh,NA,Soil Science Society of America Journal,2018,1780,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,International Review of Social Psychology,2014,227,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Journal of experimental child psychology,2017,229,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Psychological Inquiry,2011,231,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,232,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,234,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Sex Roles,2013,233,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Frontiers in psychology,2015,226,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Journal of educational psychology,2016,228,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Psychological bulletin,2017,230,journal
"Grineski, Sara",Sara,Grineski,female,Science Education,2018,489,journal
"Brownell, Sara",Sara,Brownell,female,PLoS ONE,2018,165,journal
"Rushing, Sara",Sara,Rushing,female,Bioscience,2015,1107,journal
"Brownell, Sara",Sara,Brownell,female,PLoS ONE,2016,164,journal
"Hodges, Sara",Sara,Hodges,female,Personality and Social Psychology Bulletin,2013,553,journal
"Soffa, Sara",Sara,Soffa,female,Frontiers in Psychology,2017,1214,journal
"McClelland, Sara",Sara,McClelland,female,Psychology of Women Quarterly,2015,825,journal
"Brownell, Sara",Sara,Brownell,female,Physical Review Physics Education Research,2016,163,journal
"Pruss, Sara",Sara,Pruss,female,Cell Biology Education,2017,1031,journal
"Rushing, Sara",Sara,Rushing,female,Journal of Diversity in Higher Education,2017,1108,journal
"Dickinson, Sarah",Sarah,Dickinson,female,Contemporary Issues in Education Research,2011,325,journal
"Hamylton, Sarah",Sarah,Hamylton,female,Palgrave Communications,2018,516,journal
"Thebaud, Sarah",Sarah,Thebaud,female,Social Sciences,2018,1269,journal
"Kleihauer, Sarah",Sarah,Kleihauer,female,Journal of Agricultural Education,2013,691,journal
"Lubienski, Sarah",Sarah,Lubienski,female,Educational Researcher,2018,768,journal
"Lubienski, Sarah",Sarah,Lubienski,female,"Journal of College Student Retention: Research, Theory and Practice",2018,769,journal
"Banchefsky, Sarah",Sarah,Banchefsky,female,Educational Psychology,2018,67,journal
"Hoffman, Sarah",Sarah,Hoffman,female,Journal of Research in Gender Studies,2018,554,journal
"Martiny, Sarah",Sarah,Martiny,female,Sex Roles,2016,807,journal
"Banchefsky, Sarah",Sarah,Banchefsky,female,Social Sciences,2018,69,journal
"Thebaud, Sarah",Sarah,Thebaud,female,Sociological Science,2017,1271,journal
"Eddy, Sarah",Sarah,Eddy,female,PLoS ONE,2016,363,journal
"Dunlap, Sarah",Sarah,Dunlap,female,Sex Roles,2016,351,journal
"Herrmann, Sarah",Sarah,Herrmann,female,Basic & Applied Social Psychology,2016,542,journal
"Eddy, Sarah",Sarah,Eddy,female,Physical Review Physics Education Research,2016,362,journal
"Kenny, Sarah",Sarah,Kenny,female,Psychological Science,2013,672,journal
"Banchefsky, Sarah",Sarah,Banchefsky,female,Sex Roles,2016,68,journal
"Jackson, Sarah",Sarah,Jackson,female,Social Psychology of Education,2014,608,journal
"Elton, Sarah",Sarah,Elton,female,American Journal of Physical Anthropology,2018,372,journal
"Thoman, Sarah",Sarah,Thoman,female,Journal of Applied Developmental Psychology,2017,1274,journal
"Damaske, Sarah",Sarah,Damaske,female,Gender & Society,2011,299,journal
"Painter, Sarah",Sarah,Painter,female,Journal of Women and Minorities in Science and Engineering,2015,967,journal
"Grover, Sarah",Sarah,Grover,female,Journal of personality and social psychology,2017,493,journal
"Leslie, Sarah-Jane",Sarah-Jane,Leslie,NA,Science,2014,730,journal
"Leslie, Sarah-Jane",Sarah-Jane,Leslie,NA,Frontiers in Psychology,2015,729,journal
"McDonald, Sarah-Kathryn",Sarah-Kathryn,McDonald,NA,Developmental psychology,2012,829,journal
"McGuire, Saundra",Saundra,McGuire,female,Journal of chemical education,2014,834,journal
"Carrell, Scott",Scott,Carrell,male,Quarterly Journal of Economics,2010,1499,journal
"Freeman, Scott",Scott,Freeman,male,Chemistry Education Research and Practice,2018,1587,journal
"Streiner, Scott",Scott,Streiner,male,Learning and Individual Differences,2018,1866,journal
"Leath, Seanna",Seanna,Leath,female,Journal of Negro Education,2018,719,journal
"Galindo-Gonzalez, Sebastian",Sebastian,Galindo-Gonzalez,male,CBE Life Sciences Education,2016,1590,journal
"Cotner, Sehoya",Sehoya,Cotner,NA,BioScience,2018,268,journal
"Cotner, Sehoya",Sehoya,Cotner,NA,PLoS ONE,2017,269,journal
"Cotner, Sehoya",Sehoya,Cotner,NA,PLoS ONE,2018,270,journal
"Dilli, Selin",Selin,Dilli,female,Small Business Economics,2018,335,journal
"Oh, Seong Soo",Seong Soo,Oh,NA,Social Science Journal,2011,1771,journal
"Han, Seong Won",Seong Won,Han,NA,International Journal of Educational Development,2016,517,journal
"Cho, Seung-Ho",Seung-Ho,Cho,NA,JCOM: Journal of Science Communication,2009,1516,journal
"Gupta, Shannon",Shannon,Gupta,female,Forensic Science Policy & Management: An International Journal,2014,501,journal
"Gary, Shannon",Shannon,Gary,female,Research in Higher Education,2009,439,journal
"Howes, Shannon",Shannon,Howes,female,Journal of Leadership Studies,2013,566,journal
"Holleran, Shannon",Shannon,Holleran,female,Social Psychological and Personality Science,2011,556,journal
"Gallop, Shari",Shari,Gallop,female,Palgrave Communications,2018,432,journal
"Lynch, Sharon",Sharon,Lynch,female,Journal of Research in Science Teaching,2016,776,journal
"Robinson-Kurpius, Sharon",Sharon,Robinson-Kurpius,female,Journal of Psychoeducational Assessment,2012,1080,journal
"Sassler, Sharon",Sharon,Sassler,female,Social science research,2017,1130,journal
"Muret-Wagstaff, Sharon",Sharon,Muret-Wagstaff,female,Advances in Physiology Education,2014,915,journal
"Sassler, Sharon",Sharon,Sassler,female,Social Sciences,2017,1131,journal
"Sassler, Sharon",Sharon,Sassler,female,Social Forces,2013,1129,journal
"Ahlqvist, Sheana",Sheana,Ahlqvist,NA,Psychological science,2013,14,journal
"Adamo, Shelley",Shelley,Adamo,female,BioScience,2013,4,journal
"Correll, Shelley",Shelley,Correll,female,Social Studies of Science,2018,265,journal
"Levy, Sheri",Sheri,Levy,female,Journal of Applied Social Psychology,2016,732,journal
"Clark, Sheri",Sheri,Clark,female,CBE Life Sciences Education,2016,247,journal
"Perelli, Sheri",Sheri,Perelli,female,Career Development International,2013,997,journal
"Levy, Sheri Robin",Sheri Robin,Levy,NA,Sex Roles,2011,733,journal
"Mark, Sheron",Sheron,Mark,male,Journal of Career Development,2013,1723,journal
"Mark, Sheron",Sheron,Mark,male,Journal of Science Education and Technology,2016,1724,journal
"Sorby, Sheryl",Sheryl,Sorby,female,Learning and Individual Differences,2018,1219,journal
"Ashford, Shetay",Shetay,Ashford,NA,Journal of Science Education and Technology,2016,49,journal
"Salehi, Shima",Shima,Salehi,NA,PLoS ONE,2017,1116,journal
"Kahn, Shulamit",Shulamit,Kahn,NA,Frontiers in psychology,2015,644,journal
"Kahn, Shulamit",Shulamit,Kahn,NA,Psychological Science in the Public Interest,2014,645,journal
"Beilock, Sian",Sian,Beilock,female,Sex Roles,2011,90,journal
"Ziegler, Sianna",Sianna,Ziegler,female,Psychological bulletin,2017,1433,journal
"Joshi, Siddhi",Siddhi,Joshi,female,Palgrave Communications,2018,635,journal
"Schirner, Sigrun",Sigrun,Schirner,NA,Computers & Education,2013,1146,journal
"Schirner, Sigrun",Sigrun,Schirner,NA,Annals of the New York Academy of Sciences,2016,1145,journal
"Luttenberger, Silke",Silke,Luttenberger,NA,Frontiers in Psychology,2017,774,journal
"Canetto, Silvia",Silvia,Canetto,female,Analyses of Social Issues and Public Policy,2013,192,journal
"Knobloch-Westerwick, Silvia",Silvia,Knobloch-Westerwick,female,Human Communication Research,2017,693,journal
"Faitar, Silviu",Silviu,Faitar,NA,Procedia - Social and Behavioral Sciences,2013,1573,journal
"Berweger, Simone",Simone,Berweger,female,Journal of Educational Research,2014,115,journal
"Rojas, Sina",Sina,Rojas,female,Hispanic Outlook in Higher Education Magazine,2015,1087,journal
"Escobar-Alvarez, Sindy",Sindy,Escobar-Alvarez,female,Cell Stem Cell,2015,377,journal
"Han, Siqi",Siqi,Han,NA,Demographic Research,2016,518,journal
"Tian, Siyue",Siyue,Tian,NA,International Migration Review,2017,1278,journal
"Ryuk, Sohee",Sohee,Ryuk,NA,Group Processes and Intergroup Relations,2018,1111,journal
"Ramachandran, Sohini",Sohini,Ramachandran,NA,Genome biology,2016,1041,journal
"Starobin, Soko",Soko,Starobin,NA,Community College Journal of Research & Practice,2017,1223,journal
"Starobin, Soko",Soko,Starobin,NA,New Directions for Higher Education,2013,1225,journal
"Starobin, Soko",Soko,Starobin,NA,New Directions for Community Colleges,2014,1224,journal
"Sadselia, Sona",Sona,Sadselia,female,CBE Life Sciences Education,2017,1115,journal
"Goltz, Sonia",Sonia,Goltz,female,Change,2013,472,journal
"Lee, Soohyun",Soohyun,Lee,NA,Industrial and Organizational Psychology,2018,723,journal
"Kuchynka, Sophie",Sophie,Kuchynka,female,Psychology of Women Quarterly,2018,706,journal
"Vlaicu, Sorina",Sorina,Vlaicu,NA,Review of Policy Research,2010,1312,journal
"Jang, Sou Hyun",Sou Hyun,Jang,NA,Ethnic and Racial Studies,2015,612,journal
"Weiss, Stacey",Stacey,Weiss,female,BioScience,2018,1348,journal
"Lowe, Stacey",Stacey,Lowe,female,Review of Research in Education,2018,766,journal
"Blake-Beard, Stacy",Stacy,Blake-Beard,female,Journal of Social Issues,2011,132,journal
"Fischer, Stefanie",Stefanie,Fischer,female,Labour Economics,2017,403,journal
"Obergriesser, Stefanie",Stefanie,Obergriesser,female,Annals of the New York Academy of Sciences,2016,939,journal
"Moller, Stephanie",Stephanie,Moller,female,Economics of Education Review,2015,883,journal
"Gisler, Stephanie",Stephanie,Gisler,female,Industrial and Organizational Psychology,2018,460,journal
"Burge, Stephanie",Stephanie,Burge,female,Gender Issues,2018,174,journal
"Moller, Stephanie",Stephanie,Moller,female,Social Currents,2016,885,journal
"Moller, Stephanie",Stephanie,Moller,female,International Journal of STEM Education,2018,884,journal
